gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM
gene10077	rna17077_gene10077	3170.00	2948.95	237.00	10.62	6.62
gene10078	rna17078_gene10078	1845.00	1623.95	143.00	11.64	7.26
gene10079	gene10079_gene10079	7757.00	7535.95	1496.00	26.23	16.36
gene1008	rna1744_gene1008,rna1745_gene1008,rna1746_gene1008,rna1747_gene1008,rna1748_gene1008,rna1749_gene1008,rna1750_gene1008	1577.35	1356.30	3790.00	369.23	230.29
gene10080	rna17079_gene10080	2274.00	2052.95	378.00	24.33	15.17
gene10081	rna17080_gene10081,rna17081_gene10081	1294.01	1072.96	631.00	77.71	48.47
gene10082	rna17082_gene10082,rna17083_gene10082	2589.26	2368.21	484.00	27.00	16.84
gene10083	rna17084_gene10083	1131.00	909.95	6677.00	969.57	604.72
gene10084	rna17085_gene10084	1440.00	1218.95	0.00	0.00	0.00
gene10085	rna17086_gene10085,rna17087_gene10085	3315.71	3094.66	369.00	15.76	9.83
gene10086	rna17088_gene10086	2240.00	2018.95	481.00	31.48	19.63
gene10087	rna17089_gene10087,rna17090_gene10087,rna17091_gene10087,rna17092_gene10087,rna17093_gene10087,rna17094_gene10087,rna17095_gene10087,rna17096_gene10087,rna17097_gene10087,rna17098_gene10087	4246.83	4025.79	374.00	12.28	7.66
gene10088	rna17099_gene10088,rna17100_gene10088,rna17101_gene10088	884.00	662.95	3.00	0.60	0.37
gene10089	rna17102_gene10089	3384.00	3162.95	237.00	9.90	6.18
gene1009	rna1751_gene1009	3837.00	3615.95	83.00	3.03	1.89
gene10090	rna17103_gene10090	678.00	456.98	1499.00	433.43	270.33
gene10091	rna17104_gene10091	636.00	415.00	0.00	0.00	0.00
gene10092	rna17105_gene10092	705.00	483.97	307.00	83.82	52.28
gene10093	rna17106_gene10093	2613.00	2391.95	138.00	7.62	4.75
gene10094	rna17107_gene10094	3291.00	3069.95	342.00	14.72	9.18
gene10095	rna17108_gene10095,rna17109_gene10095	1814.00	1592.95	37.47	3.11	1.94
gene10096	rna17110_gene10096,rna17111_gene10096	1907.50	1686.45	0.00	0.00	0.00
gene10097	rna17112_gene10097	2967.00	2745.95	10.20	0.49	0.31
gene10098	rna17113_gene10098	1262.00	1040.95	0.00	0.00	0.00
gene10099	rna17114_gene10099,rna17115_gene10099	1224.00	1002.95	0.00	0.00	0.00
gene101	rna168_gene101	2453.00	2231.95	362.00	21.43	13.37
gene1010	rna1752_gene1010	831.00	609.96	7.00	1.52	0.95
gene10100	rna17116_gene10100,rna17117_gene10100,rna17118_gene10100	2101.33	1880.28	0.00	0.00	0.00
gene10101	rna17119_gene10101	591.00	370.04	0.00	0.00	0.00
gene10102	rna17120_gene10102,rna17121_gene10102,rna17122_gene10102	1468.97	1247.92	50.35	5.33	3.32
gene10103	rna17123_gene10103,rna17124_gene10103,rna17125_gene10103,rna17126_gene10103,rna17127_gene10103,rna17128_gene10103,rna17129_gene10103,rna17130_gene10103,rna17131_gene10103,rna17132_gene10103	2561.11	2340.06	101.10	5.71	3.56
gene10104	rna17133_gene10104,rna17134_gene10104,rna17135_gene10104,rna17136_gene10104,rna17137_gene10104,rna17138_gene10104	18309.69	18088.65	399.69	2.92	1.82
gene10105	rna17139_gene10105,rna17140_gene10105,rna17141_gene10105,rna17142_gene10105	4268.26	4047.22	396.70	12.95	8.08
gene10106	rna17143_gene10106	2647.00	2425.95	146.42	7.98	4.97
gene10107	rna17144_gene10107	1840.00	1618.95	20.51	1.67	1.04
gene10108	rna17145_gene10108	2099.00	1877.95	16.44	1.16	0.72
gene10109	rna17146_gene10109	2111.00	1889.95	3.81	0.27	0.17
gene1011	rna1753_gene1011	1157.00	935.95	0.00	0.00	0.00
gene10110	rna17147_gene10110	564.00	343.09	0.00	0.00	0.00
gene10111	rna17148_gene10111	346.00	128.86	0.00	0.00	0.00
gene10112	rna17149_gene10112	388.00	168.98	0.00	0.00	0.00
gene10113	rna17150_gene10113,rna17151_gene10113	1033.00	811.95	1.67	0.27	0.17
gene10114	rna17152_gene10114,rna17153_gene10114	3352.17	3131.12	581.87	24.56	15.32
gene10115	rna17154_gene10115,rna17155_gene10115	2586.58	2365.53	209.94	11.73	7.31
gene10116	rna17156_gene10116	2393.00	2171.95	67.65	4.12	2.57
gene10117	rna17157_gene10117	599.00	378.03	1.58	0.55	0.34
gene10118	rna17158_gene10118,rna17159_gene10118,rna17160_gene10118	16246.47	16025.42	3969.84	32.73	20.42
gene10119	rna17161_gene10119,rna17162_gene10119,rna17163_gene10119,rna17164_gene10119,rna17165_gene10119,rna17166_gene10119,rna17167_gene10119,rna17168_gene10119,rna17169_gene10119,rna17170_gene10119,rna17171_gene10119	6497.96	6276.91	1177.01	24.78	15.45
gene1012	rna1754_gene1012,rna1755_gene1012,rna1756_gene1012	1501.61	1280.56	259.00	26.72	16.67
gene10120	rna17172_gene10120,rna17173_gene10120,rna17174_gene10120	2510.72	2289.67	144.54	8.34	5.20
gene10121	rna17175_gene10121,rna17176_gene10121,rna17177_gene10121,rna17178_gene10121,rna17179_gene10121,rna17180_gene10121	8422.57	8201.52	799.95	12.89	8.04
gene10122	rna17181_gene10122	1066.00	844.95	5.15	0.81	0.50
gene10123	rna17182_gene10123	635.00	414.00	0.00	0.00	0.00
gene10124	rna17183_gene10124,rna17184_gene10124,rna17185_gene10124	2101.00	1879.95	0.82	0.06	0.04
gene10125	rna17186_gene10125	882.00	660.95	0.00	0.00	0.00
gene10126	rna17187_gene10126,rna17188_gene10126	1242.00	1020.95	6.00	0.78	0.48
gene10127	rna17189_gene10127,rna17190_gene10127,rna17191_gene10127,rna17192_gene10127,rna17193_gene10127,rna17194_gene10127,rna17195_gene10127	1606.06	1385.01	91.31	8.71	5.43
gene10128	rna17196_gene10128	1580.00	1358.95	0.00	0.00	0.00
gene10129	rna17197_gene10129	8053.00	7831.95	1.00	0.02	0.01
gene1013	rna1757_gene1013	1832.00	1610.95	6.00	0.49	0.31
gene10130	rna17198_gene10130	3274.00	3052.95	0.00	0.00	0.00
gene10131	rna17199_gene10131	1131.00	909.95	0.00	0.00	0.00
gene10132	rna17200_gene10132	2646.00	2424.95	1.37	0.07	0.05
gene10133	rna17201_gene10133,rna17202_gene10133,rna17203_gene10133,rna17204_gene10133	1806.53	1585.48	81.01	6.75	4.21
gene10134	rna17205_gene10134	2187.00	1965.95	0.00	0.00	0.00
gene10135	rna17206_gene10135	962.00	740.95	0.00	0.00	0.00
gene10136	rna17207_gene10136	10150.00	9928.95	0.00	0.00	0.00
gene10137	rna17208_gene10137	358.00	140.19	0.00	0.00	0.00
gene10138	rna17209_gene10138	2026.00	1804.95	439.94	32.21	20.09
gene10139	rna17210_gene10139	2247.00	2025.95	412.28	26.89	16.77
gene1014	rna1758_gene1014	1474.00	1252.95	32.00	3.37	2.10
gene10140	rna17211_gene10140	8880.00	8658.95	1953.00	29.80	18.59
gene10141	rna17212_gene10141,rna17213_gene10141	1303.00	1081.95	39.29	4.80	2.99
gene10142	rna17214_gene10142	3516.00	3294.95	366.49	14.70	9.17
gene10143	rna17215_gene10143,rna17216_gene10143,rna17217_gene10143	1133.00	911.95	2.00	0.29	0.18
gene10144	rna17218_gene10144,rna17219_gene10144,rna17220_gene10144,rna17221_gene10144	2301.00	2079.95	120.93	7.68	4.79
gene10145	rna17222_gene10145,rna17223_gene10145,rna17224_gene10145,rna17225_gene10145	3101.37	2880.32	4046.95	185.65	115.79
gene10146	rna17226_gene10146,rna17227_gene10146,rna17228_gene10146,rna17229_gene10146	2168.19	1947.14	161.05	10.93	6.82
gene10147	rna17230_gene10147,rna17231_gene10147	2256.83	2035.78	673.53	43.72	27.27
gene10148	rna17232_gene10148	1031.00	809.95	1.00	0.16	0.10
gene10149	rna17233_gene10149	3021.00	2799.95	42.80	2.02	1.26
gene1015	rna1759_gene1015	1708.00	1486.95	158.00	14.04	8.76
gene10150	rna17234_gene10150	1257.00	1035.95	3.00	0.38	0.24
gene10151	rna17235_gene10151	1362.00	1140.95	5.00	0.58	0.36
gene10152	rna17236_gene10152,rna17237_gene10152	2216.00	1994.95	0.00	0.00	0.00
gene10153	rna17238_gene10153,rna17239_gene10153,rna17240_gene10153,rna17241_gene10153	1385.57	1164.52	27.65	3.14	1.96
gene10154	rna17242_gene10154	714.00	492.97	0.00	0.00	0.00
gene10155	rna17243_gene10155,rna17244_gene10155,rna17245_gene10155,rna17246_gene10155,rna17247_gene10155,rna17248_gene10155,rna17249_gene10155,rna17250_gene10155,rna17251_gene10155	2417.63	2196.58	312.90	18.82	11.74
gene10156	rna17252_gene10156,rna17253_gene10156,rna17254_gene10156,rna17255_gene10156,rna17256_gene10156,rna17257_gene10156,rna17258_gene10156,rna17259_gene10156,rna17260_gene10156,rna17261_gene10156,rna17262_gene10156,rna17263_gene10156,rna17264_gene10156,rna17265_gene10156,rna17266_gene10156	18833.64	18612.59	507.31	3.60	2.25
gene10157	rna17267_gene10157	1047.00	825.95	0.00	0.00	0.00
gene10158	rna17268_gene10158,rna17269_gene10158,rna17270_gene10158,rna17271_gene10158	3358.41	3137.36	488.30	20.57	12.83
gene10159	rna17272_gene10159	2468.00	2246.95	146.58	8.62	5.38
gene1016	rna1760_gene1016	991.00	769.95	0.00	0.00	0.00
gene10160	rna17273_gene10160	1862.00	1640.95	71.49	5.76	3.59
gene10161	rna17274_gene10161	1794.00	1572.95	53.56	4.50	2.81
gene10162	rna17275_gene10162	1658.00	1436.95	2.19	0.20	0.13
gene10163	rna17276_gene10163	1063.00	841.95	16.33	2.56	1.60
gene10164	rna17277_gene10164,rna17278_gene10164	3349.75	3128.70	1120.13	47.31	29.50
gene10165	rna17279_gene10165,rna17280_gene10165	2325.89	2104.84	264.06	16.58	10.34
gene10166	rna17281_gene10166	2434.00	2212.95	152.35	9.10	5.67
gene10167	rna17282_gene10167	594.00	373.04	428.42	151.75	94.65
gene10168	rna17283_gene10168,rna17284_gene10168,rna17285_gene10168,rna17286_gene10168	16219.69	15998.64	4967.16	41.02	25.59
gene10169	rna17287_gene10169,rna17288_gene10169,rna17289_gene10169,rna17290_gene10169,rna17291_gene10169,rna17292_gene10169,rna17293_gene10169,rna17294_gene10169,rna17295_gene10169	6266.21	6045.16	436.99	9.55	5.96
gene1017	rna1761_gene1017	1512.00	1290.95	0.00	0.00	0.00
gene10170	rna17296_gene10170,rna17297_gene10170,rna17298_gene10170	3457.29	3236.24	112.46	4.59	2.86
gene10171	rna17299_gene10171,rna17300_gene10171,rna17301_gene10171,rna17302_gene10171,rna17303_gene10171,rna17304_gene10171	8422.00	8200.95	426.05	6.86	4.28
gene10172	rna17305_gene10172	1057.00	835.95	27.85	4.40	2.75
gene10173	rna17306_gene10173	658.00	436.99	2.00	0.60	0.38
gene10174	rna17307_gene10174	2598.00	2376.95	2.18	0.12	0.08
gene10175	rna17308_gene10175	820.00	598.96	0.00	0.00	0.00
gene10176	rna17309_gene10176	907.00	685.95	0.00	0.00	0.00
gene10177	rna17310_gene10177	3500.00	3278.95	51.69	2.08	1.30
gene10178	rna17311_gene10178	9527.00	9305.95	1.00	0.01	0.01
gene10179	rna17312_gene10179,rna17313_gene10179	1645.50	1424.45	0.00	0.00	0.00
gene1018	rna1762_gene1018	1135.00	913.95	0.00	0.00	0.00
gene10180	rna17314_gene10180	2745.00	2523.95	0.00	0.00	0.00
gene10181	rna17315_gene10181	2228.00	2006.95	0.00	0.00	0.00
gene10182	rna17316_gene10182	1487.00	1265.95	0.00	0.00	0.00
gene10183	rna17317_gene10183	1840.00	1618.95	0.00	0.00	0.00
gene10184	rna17318_gene10184	4986.00	4764.95	0.00	0.00	0.00
gene10185	rna17319_gene10185,rna17320_gene10185	3092.50	2871.45	0.00	0.00	0.00
gene10186	rna17321_gene10186	902.00	680.95	0.00	0.00	0.00
gene10187	rna17322_gene10187	314.00	99.36	0.00	0.00	0.00
gene10188	rna17323_gene10188	2021.00	1799.95	127.06	9.33	5.82
gene10189	rna17324_gene10189	2252.00	2030.95	963.72	62.70	39.11
gene1019	rna1763_gene1019,rna1764_gene1019,rna1765_gene1019	1297.33	1076.28	0.00	0.00	0.00
gene10190	rna17325_gene10190,rna17326_gene10190,rna17327_gene10190,rna17328_gene10190,rna17329_gene10190,rna17330_gene10190,rna17331_gene10190,rna17332_gene10190,rna17333_gene10190,rna17334_gene10190,rna17335_gene10190,rna17336_gene10190,rna17337_gene10190,rna17338_gene10190,rna17339_gene10190	8207.85	7986.80	1419.00	23.48	14.64
gene10191	rna17340_gene10191,rna17341_gene10191,rna17342_gene10191	1340.00	1118.95	13.71	1.62	1.01
gene10192	rna17343_gene10192	2234.00	2012.95	434.51	28.52	17.79
gene10193	rna17344_gene10193	1880.00	1658.95	24.48	1.95	1.22
gene10194	rna17345_gene10194	4034.00	3812.95	67.07	2.32	1.45
gene10195	rna17346_gene10195,rna17347_gene10195,rna17348_gene10195	3359.81	3138.76	2674.05	112.57	70.21
gene10196	rna17349_gene10196	3359.00	3137.95	120.95	5.09	3.18
gene10197	rna17350_gene10197	2048.00	1826.95	274.00	19.82	12.36
gene10198	rna17351_gene10198	1144.00	922.95	244.00	34.93	21.79
gene10199	rna17352_gene10199,rna17353_gene10199,rna17354_gene10199	1139.85	918.80	134.00	19.27	12.02
gene102	rna169_gene102,rna170_gene102	1642.00	1420.95	167.00	15.53	9.69
gene1020	rna1766_gene1020	604.00	383.03	0.00	0.00	0.00
gene10200	rna17355_gene10200	2370.00	2148.95	300.00	18.45	11.50
gene10201	rna17356_gene10201,rna17357_gene10201	2848.34	2627.29	1431.00	71.97	44.89
gene10202	rna17358_gene10202	794.00	572.96	0.00	0.00	0.00
gene10203	rna17359_gene10203	4744.00	4522.95	657.00	19.19	11.97
gene10204	rna17360_gene10204	3706.00	3484.95	60.23	2.28	1.42
gene10205	rna17361_gene10205	3308.00	3086.95	195.00	8.35	5.21
gene10206	rna17362_gene10206,rna17363_gene10206	858.13	637.08	32.00	6.64	4.14
gene10207	rna17364_gene10207	2310.00	2088.95	83.00	5.25	3.27
gene10208	rna17365_gene10208,rna17366_gene10208,rna17367_gene10208,rna17368_gene10208,rna17369_gene10208,rna17370_gene10208,rna17371_gene10208	2702.43	2481.38	0.00	0.00	0.00
gene10209	rna17372_gene10209	1164.00	942.95	0.00	0.00	0.00
gene1021	rna1767_gene1021	2269.00	2047.95	4.00	0.26	0.16
gene10210	rna17373_gene10210	1002.00	780.95	384.00	64.97	40.52
gene10211	rna17374_gene10211	3763.00	3541.95	617.00	23.02	14.36
gene10212	rna17375_gene10212	2430.00	2208.95	12.00	0.72	0.45
gene10213	rna17376_gene10213,rna17377_gene10213,rna17378_gene10213,rna17379_gene10213,rna17380_gene10213,rna17381_gene10213	3216.84	2995.80	1094.00	48.25	30.09
gene10214	rna17382_gene10214	1204.00	982.95	1.00	0.13	0.08
gene10215	rna17383_gene10215	2463.00	2241.95	116.00	6.84	4.26
gene10216	rna17384_gene10216	2428.00	2206.95	5.00	0.30	0.19
gene10217	rna17385_gene10217	1800.00	1578.95	37.00	3.10	1.93
gene10218	rna17386_gene10218	2438.00	2216.95	2.00	0.12	0.07
gene10219	rna17387_gene10219	2241.00	2019.95	755.00	49.39	30.80
gene1022	rna1768_gene1022	941.00	719.95	636.00	116.73	72.80
gene10220	gene10220_gene10220	1331.00	1109.95	3.00	0.36	0.22
gene10221	rna17388_gene10221	1474.00	1252.95	8.00	0.84	0.53
gene10222	rna17389_gene10222	928.00	706.95	825.00	154.20	96.17
gene10223	rna17390_gene10223	886.00	664.95	0.00	0.00	0.00
gene10224	rna17391_gene10224	987.00	765.95	4.00	0.69	0.43
gene10225	rna17392_gene10225	1128.00	906.95	313.00	45.60	28.44
gene10226	rna17393_gene10226	792.00	570.96	296.01	68.50	42.73
gene10227	rna17394_gene10227	1380.00	1158.95	79.99	9.12	5.69
gene10228	rna17395_gene10228,rna17396_gene10228,rna17397_gene10228,rna17398_gene10228,rna17399_gene10228,rna17400_gene10228,rna17401_gene10228,rna17402_gene10228,rna17403_gene10228	3065.39	2844.34	61.28	2.85	1.78
gene10229	rna17404_gene10229	1894.00	1672.95	62.43	4.93	3.08
gene1023	rna1769_gene1023	1073.00	851.95	577.00	89.49	55.81
gene10230	rna17405_gene10230	728.00	506.97	0.00	0.00	0.00
gene10231	rna17406_gene10231	1165.00	943.95	146.30	20.48	12.77
gene10232	rna17407_gene10232	1708.00	1486.95	0.00	0.00	0.00
gene10233	rna17408_gene10233	440.00	219.85	100.45	60.37	37.65
gene10234	rna17409_gene10234	4837.00	4615.95	544.12	15.58	9.71
gene10235	rna17410_gene10235,rna17411_gene10235	2120.00	1898.95	143.89	10.01	6.24
gene10236	rna17412_gene10236	449.00	228.73	135.66	78.37	48.88
gene10237	rna17413_gene10237,rna17414_gene10237	1828.34	1607.29	139.00	11.43	7.13
gene10238	rna17415_gene10238,rna17416_gene10238	1097.00	875.95	23.00	3.47	2.16
gene10239	rna17417_gene10239,rna17418_gene10239	742.00	520.97	0.00	0.00	0.00
gene1024	rna1770_gene1024,rna1771_gene1024	659.34	438.33	218.00	65.72	40.99
gene10240	rna17419_gene10240	1990.00	1768.95	367.84	27.48	17.14
gene10241	rna17420_gene10241	2224.00	2002.95	142.60	9.41	5.87
gene10242	rna17421_gene10242	1759.00	1537.95	1.00	0.09	0.05
gene10243	rna17422_gene10243	1973.00	1751.95	25.83	1.95	1.22
gene10244	rna17423_gene10244,rna17424_gene10244	2904.50	2683.45	0.00	0.00	0.00
gene10245	rna17425_gene10245	1518.00	1296.95	0.00	0.00	0.00
gene10246	rna17426_gene10246	944.00	722.95	0.00	0.00	0.00
gene10247	rna17427_gene10247,rna17428_gene10247,rna17429_gene10247,rna17430_gene10247	2208.42	1987.37	308.92	20.54	12.81
gene10248	rna17431_gene10248	7129.00	6907.95	968.46	18.52	11.55
gene10249	rna17432_gene10249,rna17433_gene10249	2049.00	1827.95	23.16	1.67	1.04
gene1025	rna1772_gene1025	612.00	391.02	3.00	1.01	0.63
gene10250	rna17434_gene10250	2012.00	1790.95	21.90	1.62	1.01
gene10251	rna17435_gene10251	3400.00	3178.95	11.45	0.48	0.30
gene10252	rna17436_gene10252	2555.00	2333.95	11.47	0.65	0.41
gene10253	rna17437_gene10253	1604.00	1382.95	24.23	2.31	1.44
gene10254	rna17438_gene10254	1685.00	1463.95	122.36	11.04	6.89
gene10255	rna17439_gene10255	2756.00	2534.95	72.18	3.76	2.35
gene10256	rna17440_gene10256	1403.00	1181.95	621.91	69.53	43.36
gene10257	rna17441_gene10257	1023.00	801.95	17.20	2.83	1.77
gene10258	rna17442_gene10258	1775.00	1553.95	114.33	9.72	6.06
gene10259	rna17443_gene10259,rna17444_gene10259	1726.00	1504.95	109.69	9.63	6.01
gene1026	rna1773_gene1026	6284.00	6062.95	710.00	15.47	9.65
gene10260	rna17445_gene10260	3563.00	3341.95	780.32	30.85	19.24
gene10261	rna17446_gene10261	4989.00	4767.95	206.91	5.73	3.58
gene10262	rna17447_gene10262,rna17448_gene10262,rna17449_gene10262	2158.00	1936.95	10.00	0.68	0.43
gene10263	rna17450_gene10263	4804.00	4582.95	4609.18	132.89	82.88
gene10264	rna17451_gene10264	2057.00	1835.95	0.00	0.00	0.00
gene10265	rna17452_gene10265,rna17453_gene10265	1362.00	1140.95	0.00	0.00	0.00
gene10266	rna17454_gene10266	1217.00	995.95	1.00	0.13	0.08
gene10267	rna17455_gene10267	677.00	455.98	22.96	6.65	4.15
gene10268	rna17456_gene10268,rna17457_gene10268,rna17458_gene10268,rna17459_gene10268	1198.00	976.95	14.29	1.93	1.21
