gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM
gene10019	rna16962_gene10019	1964.00	1749.86	10.00	0.64	0.45
gene1002	rna1735_gene1002,rna1736_gene1002	953.00	738.86	44.00	6.67	4.64
gene10020	rna16963_gene10020	2026.00	1811.86	664.00	41.06	28.58
gene10021	rna16964_gene10021,rna16965_gene10021	1986.00	1771.86	5.00	0.32	0.22
gene10022	rna16966_gene10022	2461.00	2246.86	39.00	1.94	1.35
gene10023	rna16967_gene10023	970.00	755.86	5.00	0.74	0.52
gene10024	rna16968_gene10024	4014.00	3799.86	472.00	13.92	9.69
gene10025	rna16969_gene10025,rna16970_gene10025	2074.00	1859.86	30.00	1.81	1.26
gene10026	rna16971_gene10026,rna16972_gene10026	3493.00	3278.86	189.00	6.46	4.49
gene10027	rna16973_gene10027,rna16974_gene10027,rna16975_gene10027	2311.75	2097.61	436.00	23.29	16.21
gene10028	rna16976_gene10028	1246.00	1031.86	842.00	91.42	63.63
gene10029	rna16977_gene10029	4701.00	4486.86	962.00	24.02	16.72
gene1003	rna1737_gene1003,rna1738_gene1003	931.00	716.86	0.00	0.00	0.00
gene10030	rna16978_gene10030	789.00	574.87	3.00	0.58	0.41
gene10031	rna16979_gene10031	3059.00	2844.86	1.00	0.04	0.03
gene10032	rna16980_gene10032	1615.00	1400.86	3.00	0.24	0.17
gene10033	rna16981_gene10033,rna16982_gene10033,rna16983_gene10033,rna16984_gene10033,rna16985_gene10033,rna16986_gene10033,rna16987_gene10033	1560.61	1346.47	30.00	2.50	1.74
gene10034	rna16988_gene10034,rna16989_gene10034	1548.80	1334.66	17.00	1.43	0.99
gene10035	rna16990_gene10035	14186.00	13971.86	108.00	0.87	0.60
gene10036	rna16991_gene10036,rna16992_gene10036,rna16993_gene10036	3659.50	3445.36	354.06	11.51	8.01
gene10037	rna16994_gene10037,rna16995_gene10037	2825.00	2610.86	87.94	3.77	2.63
gene10038	rna16996_gene10038	2041.00	1826.86	7.00	0.43	0.30
gene10039	rna16997_gene10039,rna16998_gene10039	1209.00	994.86	12.88	1.45	1.01
gene1004	rna1739_gene1004	393.00	179.95	0.00	0.00	0.00
gene10040	rna16999_gene10040	1978.00	1763.86	41.00	2.60	1.81
gene10041	rna17000_gene10041	1428.00	1213.86	25.53	2.36	1.64
gene10042	rna17001_gene10042,rna17002_gene10042,rna17003_gene10042	579.36	365.37	4.38	1.34	0.94
gene10043	rna17004_gene10043	2184.00	1969.86	0.00	0.00	0.00
gene10044	rna17005_gene10044	464.00	250.19	0.00	0.00	0.00
gene10045	rna17006_gene10045	263.00	59.58	3.00	5.64	3.93
gene10046	gene10046_gene10046	1289.00	1074.86	118.06	12.31	8.56
gene10047	rna17007_gene10047,rna17008_gene10047	1647.00	1432.86	3.00	0.23	0.16
gene10048	rna17009_gene10048,rna17010_gene10048,rna17011_gene10048,rna17012_gene10048,rna17013_gene10048,rna17014_gene10048,rna17015_gene10048,rna17016_gene10048	3380.82	3166.68	450.00	15.92	11.08
gene10049	rna17017_gene10049	229.00	33.66	0.00	0.00	0.00
gene1005	rna1740_gene1005,rna1741_gene1005	478.50	264.65	0.00	0.00	0.00
gene10050	rna17018_gene10050	741.00	526.88	8.72	1.85	1.29
gene10051	rna17019_gene10051,rna17020_gene10051	1064.50	850.36	0.00	0.00	0.00
gene10052	rna17021_gene10052	106.00	0.00	0.00	0.00	0.00
gene10053	rna17022_gene10053	1382.00	1167.86	174.00	16.69	11.62
gene10054	rna17023_gene10054	552.00	337.96	0.00	0.00	0.00
gene10055	rna17024_gene10055,rna17025_gene10055,rna17026_gene10055,rna17027_gene10055,rna17028_gene10055,rna17029_gene10055	3317.79	3103.66	583.00	21.04	14.65
gene10056	rna17030_gene10056	1798.00	1583.86	84.00	5.94	4.14
gene10057	rna17031_gene10057	538.00	323.97	0.00	0.00	0.00
gene10058	rna17032_gene10058,rna17033_gene10058,rna17034_gene10058,rna17035_gene10058	2199.09	1984.95	266.00	15.01	10.45
gene10059	rna17036_gene10059,rna17037_gene10059	1051.00	836.86	5.00	0.67	0.47
gene1006	rna1742_gene1006	990.00	775.86	4.00	0.58	0.40
gene10060	rna17038_gene10060	369.00	156.53	0.00	0.00	0.00
gene10061	rna17039_gene10061	279.00	73.03	0.00	0.00	0.00
gene10062	rna17040_gene10062,rna17041_gene10062	3934.01	3719.87	50229.00	1512.76	1052.89
gene10063	rna17042_gene10063	1531.00	1316.86	15.00	1.28	0.89
gene10064	rna17043_gene10064	1216.00	1001.86	13.00	1.45	1.01
gene10065	gene10065_gene10065	3508.00	3293.86	107.00	3.64	2.53
gene10066	rna17044_gene10066	577.00	362.93	30.00	9.26	6.45
gene10067	rna17045_gene10067,rna17046_gene10067,rna17047_gene10067,rna17048_gene10067,rna17049_gene10067	2144.16	1930.02	399.00	23.16	16.12
gene10068	rna17050_gene10068,rna17051_gene10068	3147.00	2932.86	5.00	0.19	0.13
gene10069	rna17052_gene10069	5092.00	4877.86	883.00	20.28	14.12
gene1007	rna1743_gene1007	2866.00	2651.86	1501.00	63.41	44.14
gene10070	rna17053_gene10070	3112.00	2897.86	16.00	0.62	0.43
gene10071	rna17054_gene10071	1044.00	829.86	120.00	16.20	11.28
gene10072	rna17055_gene10072,rna17056_gene10072	915.96	701.82	33.00	5.27	3.67
gene10073	rna17057_gene10073,rna17058_gene10073,rna17059_gene10073,rna17060_gene10073,rna17061_gene10073,rna17062_gene10073,rna17063_gene10073,rna17064_gene10073,rna17065_gene10073,rna17066_gene10073,rna17067_gene10073,rna17068_gene10073	3803.14	3589.01	2617.00	81.69	56.86
gene10074	rna17069_gene10074,rna17070_gene10074	5098.00	4883.86	170.00	3.90	2.71
gene10075	rna17071_gene10075	2163.00	1948.86	75.00	4.31	3.00
gene10076	rna17072_gene10076,rna17073_gene10076,rna17074_gene10076,rna17075_gene10076,rna17076_gene10076	2340.55	2126.41	93.00	4.90	3.41
gene10077	rna17077_gene10077	3170.00	2955.86	238.00	9.02	6.28
gene10078	rna17078_gene10078	1845.00	1630.86	249.00	17.11	11.91
gene10079	gene10079_gene10079	7757.00	7542.86	1505.00	22.35	15.56
gene1008	rna1744_gene1008,rna1745_gene1008,rna1746_gene1008,rna1747_gene1008,rna1748_gene1008,rna1749_gene1008,rna1750_gene1008	1574.55	1360.42	2682.00	220.87	153.72
gene10080	rna17079_gene10080	2274.00	2059.86	461.00	25.07	17.45
gene10081	rna17080_gene10081,rna17081_gene10081	1291.19	1077.05	910.00	94.66	65.88
gene10082	rna17082_gene10082,rna17083_gene10082	2605.91	2391.78	859.00	40.24	28.00
gene10083	rna17084_gene10083	1131.00	916.86	5554.00	678.65	472.34
gene10084	rna17085_gene10084	1440.00	1225.86	3.00	0.27	0.19
gene10085	rna17086_gene10085,rna17087_gene10085	3315.00	3100.86	302.00	10.91	7.59
gene10086	rna17088_gene10086	2240.00	2025.86	497.00	27.48	19.13
gene10087	rna17089_gene10087,rna17090_gene10087,rna17091_gene10087,rna17092_gene10087,rna17093_gene10087,rna17094_gene10087,rna17095_gene10087,rna17096_gene10087,rna17097_gene10087,rna17098_gene10087	4195.44	3981.31	515.00	14.49	10.09
gene10088	rna17099_gene10088,rna17100_gene10088,rna17101_gene10088	884.00	669.87	2.00	0.33	0.23
gene10089	rna17102_gene10089	3384.00	3169.86	103.00	3.64	2.53
gene1009	rna1751_gene1009	3837.00	3622.86	47.00	1.45	1.01
gene10090	rna17103_gene10090	678.00	463.89	1748.00	422.16	293.82
gene10091	rna17104_gene10091	636.00	421.90	0.00	0.00	0.00
gene10092	rna17105_gene10092	705.00	490.88	409.00	93.34	64.97
gene10093	rna17106_gene10093	2613.00	2398.86	119.00	5.56	3.87
gene10094	rna17107_gene10094	3291.00	3076.86	318.00	11.58	8.06
gene10095	rna17108_gene10095,rna17109_gene10095	1814.00	1599.86	67.02	4.69	3.27
gene10096	rna17110_gene10096,rna17111_gene10096	1907.50	1693.36	0.00	0.00	0.00
gene10097	rna17112_gene10097	2967.00	2752.86	3.49	0.14	0.10
gene10098	rna17113_gene10098	1262.00	1047.86	2.00	0.21	0.15
gene10099	rna17114_gene10099,rna17115_gene10099	1319.00	1104.86	1.66	0.17	0.12
gene101	rna168_gene101	2453.00	2238.86	327.00	16.36	11.39
gene1010	rna1752_gene1010	831.00	616.87	5.00	0.91	0.63
gene10100	rna17116_gene10100,rna17117_gene10100,rna17118_gene10100	2101.33	1887.20	0.00	0.00	0.00
gene10101	rna17119_gene10101	591.00	376.92	0.00	0.00	0.00
gene10102	rna17120_gene10102,rna17121_gene10102,rna17122_gene10102	1298.38	1084.25	51.87	5.36	3.73
gene10103	rna17123_gene10103,rna17124_gene10103,rna17125_gene10103,rna17126_gene10103,rna17127_gene10103,rna17128_gene10103,rna17129_gene10103,rna17130_gene10103,rna17131_gene10103,rna17132_gene10103	2418.31	2204.17	75.54	3.84	2.67
gene10104	rna17133_gene10104,rna17134_gene10104,rna17135_gene10104,rna17136_gene10104,rna17137_gene10104,rna17138_gene10104	18407.44	18193.31	786.19	4.84	3.37
gene10105	rna17139_gene10105,rna17140_gene10105,rna17141_gene10105,rna17142_gene10105	4191.24	3977.11	304.57	8.58	5.97
gene10106	rna17143_gene10106	2647.00	2432.86	73.56	3.39	2.36
gene10107	rna17144_gene10107	1840.00	1625.86	28.97	2.00	1.39
gene10108	rna17145_gene10108	2099.00	1884.86	40.95	2.43	1.69
gene10109	rna17146_gene10109	2111.00	1896.86	3.00	0.18	0.12
gene1011	rna1753_gene1011	1157.00	942.86	0.00	0.00	0.00
gene10110	rna17147_gene10110	564.00	349.94	0.00	0.00	0.00
gene10111	rna17148_gene10111	346.00	134.38	0.00	0.00	0.00
gene10112	rna17149_gene10112	388.00	175.05	0.00	0.00	0.00
gene10113	rna17150_gene10113,rna17151_gene10113	1046.50	832.36	0.00	0.00	0.00
gene10114	rna17152_gene10114,rna17153_gene10114	3352.74	3138.60	989.23	35.31	24.58
gene10115	rna17154_gene10115,rna17155_gene10115	2580.77	2366.63	246.78	11.68	8.13
gene10116	rna17156_gene10116	2393.00	2178.86	69.15	3.56	2.47
gene10117	rna17157_gene10117	599.00	384.92	0.00	0.00	0.00
gene10118	rna17158_gene10118,rna17159_gene10118,rna17160_gene10118	16243.99	16029.85	3579.25	25.02	17.41
gene10119	rna17161_gene10119,rna17162_gene10119,rna17163_gene10119,rna17164_gene10119,rna17165_gene10119,rna17166_gene10119,rna17167_gene10119,rna17168_gene10119,rna17169_gene10119,rna17170_gene10119,rna17171_gene10119	6498.45	6284.31	785.64	14.01	9.75
gene1012	rna1754_gene1012,rna1755_gene1012,rna1756_gene1012	1494.36	1280.22	221.00	19.34	13.46
gene10120	rna17172_gene10120,rna17173_gene10120,rna17174_gene10120	2677.53	2463.39	138.04	6.28	4.37
gene10121	rna17175_gene10121,rna17176_gene10121,rna17177_gene10121,rna17178_gene10121,rna17179_gene10121,rna17180_gene10121	8443.11	8228.97	1294.43	17.62	12.27
gene10122	rna17181_gene10122	1066.00	851.86	28.58	3.76	2.62
gene10123	rna17182_gene10123	635.00	420.90	0.00	0.00	0.00
gene10124	rna17183_gene10124,rna17184_gene10124,rna17185_gene10124	2208.67	1994.53	0.00	0.00	0.00
gene10125	rna17186_gene10125	882.00	667.87	0.00	0.00	0.00
gene10126	rna17187_gene10126,rna17188_gene10126	1242.00	1027.86	2.00	0.22	0.15
gene10127	rna17189_gene10127,rna17190_gene10127,rna17191_gene10127,rna17192_gene10127,rna17193_gene10127,rna17194_gene10127,rna17195_gene10127	1675.37	1461.23	58.71	4.50	3.13
gene10128	rna17196_gene10128	1580.00	1365.86	0.00	0.00	0.00
gene10129	rna17197_gene10129	8053.00	7838.86	0.00	0.00	0.00
gene1013	rna1757_gene1013	1832.00	1617.86	19.00	1.32	0.92
gene10130	rna17198_gene10130	3274.00	3059.86	0.00	0.00	0.00
gene10131	rna17199_gene10131	1131.00	916.86	0.00	0.00	0.00
gene10132	rna17200_gene10132	2646.00	2431.86	0.00	0.00	0.00
gene10133	rna17201_gene10133,rna17202_gene10133,rna17203_gene10133,rna17204_gene10133	1855.42	1641.28	30.79	2.10	1.46
gene10134	rna17205_gene10134	2187.00	1972.86	0.00	0.00	0.00
gene10135	rna17206_gene10135	962.00	747.86	0.00	0.00	0.00
gene10136	rna17207_gene10136	10150.00	9935.86	7.04	0.08	0.06
gene10137	rna17208_gene10137	358.00	145.90	0.00	0.00	0.00
gene10138	rna17209_gene10138	2026.00	1811.86	383.99	23.74	16.53
gene10139	rna17210_gene10139	2247.00	2032.86	652.71	35.97	25.04
gene1014	rna1758_gene1014	1474.00	1259.86	37.00	3.29	2.29
gene10140	rna17211_gene10140	8880.00	8665.86	1604.93	20.75	14.44
gene10141	rna17212_gene10141,rna17213_gene10141	1303.00	1088.86	27.26	2.80	1.95
gene10142	rna17214_gene10142	3516.00	3301.86	241.52	8.19	5.70
gene10143	rna17215_gene10143,rna17216_gene10143,rna17217_gene10143	1177.00	962.86	11.00	1.28	0.89
gene10144	rna17218_gene10144,rna17219_gene10144,rna17220_gene10144,rna17221_gene10144	2301.00	2086.86	23.97	1.29	0.90
gene10145	rna17222_gene10145,rna17223_gene10145,rna17224_gene10145,rna17225_gene10145	3496.62	3282.49	3819.20	130.35	90.72
gene10146	rna17226_gene10146,rna17227_gene10146,rna17228_gene10146,rna17229_gene10146	2073.01	1858.88	55.70	3.36	2.34
gene10147	rna17230_gene10147,rna17231_gene10147	2248.47	2034.34	505.98	27.86	19.39
gene10148	rna17232_gene10148	1031.00	816.86	0.00	0.00	0.00
gene10149	rna17233_gene10149	3021.00	2806.86	15.51	0.62	0.43
gene1015	rna1759_gene1015	1708.00	1493.86	97.00	7.27	5.06
gene10150	rna17234_gene10150	1257.00	1042.86	3.00	0.32	0.22
gene10151	rna17235_gene10151	1362.00	1147.86	14.34	1.40	0.97
gene10152	rna17236_gene10152,rna17237_gene10152	2216.00	2001.86	0.00	0.00	0.00
gene10153	rna17238_gene10153,rna17239_gene10153,rna17240_gene10153,rna17241_gene10153	1423.41	1209.27	16.13	1.49	1.04
gene10154	rna17242_gene10154	714.00	499.88	0.00	0.00	0.00
gene10155	rna17243_gene10155,rna17244_gene10155,rna17245_gene10155,rna17246_gene10155,rna17247_gene10155,rna17248_gene10155,rna17249_gene10155,rna17250_gene10155,rna17251_gene10155	2377.20	2163.06	269.46	13.96	9.71
gene10156	rna17252_gene10156,rna17253_gene10156,rna17254_gene10156,rna17255_gene10156,rna17256_gene10156,rna17257_gene10156,rna17258_gene10156,rna17259_gene10156,rna17260_gene10156,rna17261_gene10156,rna17262_gene10156,rna17263_gene10156,rna17264_gene10156,rna17265_gene10156,rna17266_gene10156	18818.46	18604.32	809.81	4.88	3.39
gene10157	rna17267_gene10157	1047.00	832.86	0.00	0.00	0.00
gene10158	rna17268_gene10158,rna17269_gene10158,rna17270_gene10158,rna17271_gene10158	3359.41	3145.27	485.43	17.29	12.03
gene10159	rna17272_gene10159	2468.00	2253.86	256.44	12.75	8.87
gene1016	rna1760_gene1016	991.00	776.86	0.00	0.00	0.00
gene10160	rna17273_gene10160	1862.00	1647.86	111.03	7.55	5.25
gene10161	rna17274_gene10161	1794.00	1579.86	55.05	3.90	2.72
gene10162	rna17275_gene10162	1658.00	1443.86	0.00	0.00	0.00
gene10163	rna17276_gene10163	1063.00	848.86	5.00	0.66	0.46
gene10164	rna17277_gene10164,rna17278_gene10164	3349.00	3134.86	1007.77	36.02	25.07
gene10165	rna17279_gene10165,rna17280_gene10165	2482.02	2267.89	194.22	9.59	6.68
gene10166	rna17281_gene10166	2434.00	2219.86	173.85	8.77	6.11
gene10167	rna17282_gene10167	594.00	379.92	497.00	146.56	102.00
gene10168	rna17283_gene10168,rna17284_gene10168,rna17285_gene10168,rna17286_gene10168	16220.08	16005.95	5568.75	38.98	27.13
gene10169	rna17287_gene10169,rna17288_gene10169,rna17289_gene10169,rna17290_gene10169,rna17291_gene10169,rna17292_gene10169,rna17293_gene10169,rna17294_gene10169,rna17295_gene10169	6287.60	6073.47	886.36	16.35	11.38
gene1017	rna1761_gene1017	1512.00	1297.86	2.00	0.17	0.12
gene10170	rna17296_gene10170,rna17297_gene10170,rna17298_gene10170	4150.80	3936.66	163.96	4.67	3.25
gene10171	rna17299_gene10171,rna17300_gene10171,rna17301_gene10171,rna17302_gene10171,rna17303_gene10171,rna17304_gene10171	8260.00	8045.86	20.57	0.29	0.20
gene10172	rna17305_gene10172	1057.00	842.86	7.42	0.99	0.69
gene10173	rna17306_gene10173	658.00	443.89	0.00	0.00	0.00
gene10174	rna17307_gene10174	2598.00	2383.86	1.00	0.05	0.03
gene10175	rna17308_gene10175	820.00	605.87	0.00	0.00	0.00
gene10176	rna17309_gene10176	907.00	692.86	0.00	0.00	0.00
gene10177	rna17310_gene10177	3500.00	3285.86	17.29	0.59	0.41
gene10178	rna17311_gene10178	9527.00	9312.86	0.00	0.00	0.00
gene10179	rna17312_gene10179,rna17313_gene10179	1645.50	1431.36	0.00	0.00	0.00
gene1018	rna1762_gene1018	1135.00	920.86	0.00	0.00	0.00
gene10180	rna17314_gene10180	2745.00	2530.86	4.35	0.19	0.13
gene10181	rna17315_gene10181	2228.00	2013.86	1.00	0.06	0.04
gene10182	rna17316_gene10182	1487.00	1272.86	1.00	0.09	0.06
gene10183	rna17317_gene10183	1840.00	1625.86	0.00	0.00	0.00
gene10184	rna17318_gene10184	4986.00	4771.86	6.33	0.15	0.10
gene10185	rna17319_gene10185,rna17320_gene10185	3784.00	3569.86	1.28	0.04	0.03
gene10186	rna17321_gene10186	902.00	687.86	0.00	0.00	0.00
gene10187	rna17322_gene10187	314.00	104.31	0.00	0.00	0.00
gene10188	rna17323_gene10188	2021.00	1806.86	46.01	2.85	1.99
gene10189	rna17324_gene10189	2252.00	2037.86	714.29	39.27	27.33
gene1019	rna1763_gene1019,rna1764_gene1019,rna1765_gene1019	1297.33	1083.20	0.00	0.00	0.00
gene10190	rna17325_gene10190,rna17326_gene10190,rna17327_gene10190,rna17328_gene10190,rna17329_gene10190,rna17330_gene10190,rna17331_gene10190,rna17332_gene10190,rna17333_gene10190,rna17334_gene10190,rna17335_gene10190,rna17336_gene10190,rna17337_gene10190,rna17338_gene10190,rna17339_gene10190	8603.31	8389.17	1076.07	14.37	10.00
gene10191	rna17340_gene10191,rna17341_gene10191,rna17342_gene10191	1391.00	1176.86	7.74	0.74	0.51
gene10192	rna17343_gene10192	2234.00	2019.86	446.48	24.76	17.24
gene10193	rna17344_gene10193	1880.00	1665.86	35.60	2.39	1.67
gene10194	rna17345_gene10194	4034.00	3819.86	91.03	2.67	1.86
gene10195	rna17346_gene10195,rna17347_gene10195,rna17348_gene10195	3104.71	2890.57	2774.80	107.55	74.85
gene10196	rna17349_gene10196	3359.00	3144.86	151.30	5.39	3.75
gene10197	rna17350_gene10197	2048.00	1833.86	263.00	16.07	11.18
gene10198	rna17351_gene10198	1144.00	929.86	149.00	17.95	12.49
gene10199	rna17352_gene10199,rna17353_gene10199,rna17354_gene10199	1132.08	917.95	161.00	19.65	13.68
gene102	rna169_gene102,rna170_gene102	1644.95	1430.81	155.00	12.14	8.45
gene1020	rna1766_gene1020	604.00	389.91	0.00	0.00	0.00
gene10200	rna17355_gene10200	2370.00	2155.86	372.00	19.33	13.45
gene10201	rna17356_gene10201,rna17357_gene10201	2976.18	2762.04	775.00	31.44	21.88
gene10202	rna17358_gene10202	794.00	579.87	1.22	0.24	0.16
gene10203	rna17359_gene10203	4744.00	4529.86	690.00	17.07	11.88
gene10204	rna17360_gene10204	3706.00	3491.86	39.48	1.27	0.88
gene10205	rna17361_gene10205	3308.00	3093.86	184.00	6.66	4.64
gene10206	rna17362_gene10206,rna17363_gene10206	853.32	639.19	33.00	5.78	4.03
gene10207	rna17364_gene10207	2310.00	2095.86	115.00	6.15	4.28
gene10208	rna17365_gene10208,rna17366_gene10208,rna17367_gene10208,rna17368_gene10208,rna17369_gene10208,rna17370_gene10208,rna17371_gene10208	2339.00	2124.86	1.00	0.05	0.04
gene10209	rna17372_gene10209	1164.00	949.86	0.00	0.00	0.00
gene1021	rna1767_gene1021	2269.00	2054.86	4.00	0.22	0.15
gene10210	rna17373_gene10210	1002.00	787.86	468.00	66.55	46.32
gene10211	rna17374_gene10211	3763.00	3548.86	644.00	20.33	14.15
gene10212	rna17375_gene10212	2430.00	2215.86	25.00	1.26	0.88
gene10213	rna17376_gene10213,rna17377_gene10213,rna17378_gene10213,rna17379_gene10213,rna17380_gene10213,rna17381_gene10213	3210.37	2996.23	992.00	37.09	25.82
gene10214	rna17382_gene10214	1204.00	989.86	0.00	0.00	0.00
gene10215	rna17383_gene10215	2463.00	2248.86	59.00	2.94	2.05
gene10216	rna17384_gene10216	2428.00	2213.86	5.00	0.25	0.18
gene10217	rna17385_gene10217	1800.00	1585.86	24.00	1.70	1.18
gene10218	rna17386_gene10218	2438.00	2223.86	8.00	0.40	0.28
gene10219	rna17387_gene10219	2241.00	2026.86	792.00	43.78	30.47
gene1022	rna1768_gene1022	941.00	726.86	1009.00	155.52	108.24
gene10220	gene10220_gene10220	1331.00	1116.86	19.00	1.91	1.33
gene10221	rna17388_gene10221	1474.00	1259.86	82.00	7.29	5.08
gene10222	rna17389_gene10222	928.00	713.86	335.00	52.57	36.59
gene10223	rna17390_gene10223	886.00	671.87	49.00	8.17	5.69
gene10224	rna17391_gene10224	987.00	772.86	5.00	0.72	0.50
gene10225	rna17392_gene10225	1128.00	913.86	31.52	3.86	2.69
gene10226	rna17393_gene10226	792.00	577.87	33.96	6.58	4.58
gene10227	rna17394_gene10227	1380.00	1165.86	81.86	7.87	5.47
gene10228	rna17395_gene10228,rna17396_gene10228,rna17397_gene10228,rna17398_gene10228,rna17399_gene10228,rna17400_gene10228,rna17401_gene10228,rna17402_gene10228,rna17403_gene10228	3062.70	2848.56	156.36	6.15	4.28
gene10229	rna17404_gene10229	1894.00	1679.86	40.21	2.68	1.87
gene1023	rna1769_gene1023	1073.00	858.86	511.00	66.66	46.39
gene10230	rna17405_gene10230	728.00	513.88	0.00	0.00	0.00
gene10231	rna17406_gene10231	1165.00	950.86	128.18	15.10	10.51
gene10232	rna17407_gene10232	1708.00	1493.86	0.00	0.00	0.00
gene10233	rna17408_gene10233	440.00	226.35	1168.00	578.11	402.37
gene10234	rna17409_gene10234	4837.00	4622.86	906.97	21.98	15.30
gene10235	rna17410_gene10235,rna17411_gene10235	2304.28	2090.14	212.70	11.40	7.94
gene10236	rna17412_gene10236	449.00	235.28	330.69	157.46	109.59
gene10237	rna17413_gene10237,rna17414_gene10237	1813.86	1599.72	139.00	9.73	6.78
gene10238	rna17415_gene10238,rna17416_gene10238	1097.00	882.86	40.59	5.15	3.58
gene10239	rna17417_gene10239,rna17418_gene10239	775.24	561.11	104.36	20.84	14.50
gene1024	rna1770_gene1024,rna1771_gene1024	657.82	443.71	32.00	8.08	5.62
gene10240	rna17419_gene10240	1990.00	1775.86	1907.87	120.36	83.77
gene10241	rna17420_gene10241	2224.00	2009.86	131.44	7.33	5.10
gene10242	rna17421_gene10242	1759.00	1544.86	0.00	0.00	0.00
gene10243	rna17422_gene10243	1973.00	1758.86	26.11	1.66	1.16
gene10244	rna17423_gene10244,rna17424_gene10244	2904.50	2690.36	0.00	0.00	0.00
gene10245	rna17425_gene10245	1518.00	1303.86	4.64	0.40	0.28
gene10246	rna17426_gene10246	944.00	729.86	1.00	0.15	0.11
gene10247	rna17427_gene10247,rna17428_gene10247,rna17429_gene10247,rna17430_gene10247	2249.54	2035.40	409.84	22.56	15.70
gene10248	rna17431_gene10248	7129.00	6914.86	1367.26	22.15	15.42
gene10249	rna17432_gene10249,rna17433_gene10249	2049.00	1834.86	31.00	1.89	1.32
gene1025	rna1772_gene1025	612.00	397.91	3.00	0.84	0.59
gene10250	rna17434_gene10250	2012.00	1797.86	16.97	1.06	0.74
gene10251	rna17435_gene10251	3400.00	3185.86	10.86	0.38	0.27
gene10252	rna17436_gene10252	2555.00	2340.86	32.46	1.55	1.08
gene10253	rna17437_gene10253	1604.00	1389.86	32.03	2.58	1.80
gene10254	rna17438_gene10254	1685.00	1470.86	60.84	4.63	3.23
gene10255	rna17439_gene10255	2756.00	2541.86	60.05	2.65	1.84
gene10256	rna17440_gene10256	1403.00	1188.86	350.14	33.00	22.97
gene10257	rna17441_gene10257	1023.00	808.86	61.82	8.56	5.96
gene10258	rna17442_gene10258	1775.00	1560.86	118.55	8.51	5.92
gene10259	rna17443_gene10259,rna17444_gene10259	1726.00	1511.86	92.93	6.89	4.79
gene1026	rna1773_gene1026	6284.00	6069.86	568.00	10.48	7.30
gene10260	rna17445_gene10260	3563.00	3348.86	1294.60	43.31	30.14
gene10261	rna17446_gene10261	4989.00	4774.86	154.39	3.62	2.52
gene10262	rna17447_gene10262,rna17448_gene10262,rna17449_gene10262	1781.51	1567.38	9.00	0.64	0.45
gene10263	rna17450_gene10263	4804.00	4589.86	8016.89	195.68	136.20
gene10264	rna17451_gene10264	2057.00	1842.86	18.63	1.13	0.79
gene10265	rna17452_gene10265,rna17453_gene10265	1362.00	1147.86	0.00	0.00	0.00
gene10266	rna17454_gene10266	1217.00	1002.86	7.96	0.89	0.62
gene10267	rna17455_gene10267	677.00	462.89	49.95	12.09	8.41
gene10268	rna17456_gene10268,rna17457_gene10268,rna17458_gene10268,rna17459_gene10268	1213.16	999.02	134.31	15.06	10.48
