gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM
gene10085	rna17086_gene10085,rna17087_gene10085	3315.92	3090.54	415.00	16.23	10.53
gene10086	rna17088_gene10086	2240.00	2014.61	385.00	23.10	14.99
gene10087	rna17089_gene10087,rna17090_gene10087,rna17091_gene10087,rna17092_gene10087,rna17093_gene10087,rna17094_gene10087,rna17095_gene10087,rna17096_gene10087,rna17097_gene10087,rna17098_gene10087	4298.60	4073.21	680.00	20.18	13.09
gene10088	rna17099_gene10088,rna17100_gene10088,rna17101_gene10088	884.00	658.61	3.00	0.55	0.36
gene10089	rna17102_gene10089	3384.00	3158.61	298.00	11.41	7.40
gene1009	rna1751_gene1009	3837.00	3611.61	59.00	1.98	1.28
gene10090	rna17103_gene10090	678.00	452.65	1873.00	500.27	324.52
gene10091	rna17104_gene10091	636.00	410.68	0.00	0.00	0.00
gene10092	rna17105_gene10092	705.00	479.64	272.00	68.56	44.48
gene10093	rna17106_gene10093	2613.00	2387.61	86.00	4.35	2.82
gene10094	rna17107_gene10094	3291.00	3065.61	380.00	14.99	9.72
gene10095	rna17108_gene10095,rna17109_gene10095	1803.62	1578.23	82.47	6.32	4.10
gene10096	rna17110_gene10096,rna17111_gene10096	1906.00	1680.61	3.00	0.22	0.14
gene10097	rna17112_gene10097	2967.00	2741.61	21.26	0.94	0.61
gene10098	rna17113_gene10098	1262.00	1036.61	0.00	0.00	0.00
gene10099	rna17114_gene10099,rna17115_gene10099	1129.00	903.61	10.42	1.39	0.90
gene101	rna168_gene101	2453.00	2227.61	319.00	17.31	11.23
gene1010	rna1752_gene1010	831.00	605.62	0.00	0.00	0.00
gene10100	rna17116_gene10100,rna17117_gene10100,rna17118_gene10100	2101.33	1875.95	0.00	0.00	0.00
gene10101	rna17119_gene10101	591.00	365.74	0.00	0.00	0.00
gene10102	rna17120_gene10102,rna17121_gene10102,rna17122_gene10102	1406.89	1181.50	70.90	7.26	4.71
gene10103	rna17123_gene10103,rna17124_gene10103,rna17125_gene10103,rna17126_gene10103,rna17127_gene10103,rna17128_gene10103,rna17129_gene10103,rna17130_gene10103,rna17131_gene10103,rna17132_gene10103	2471.11	2245.72	75.44	4.06	2.63
gene10104	rna17133_gene10104,rna17134_gene10104,rna17135_gene10104,rna17136_gene10104,rna17137_gene10104,rna17138_gene10104	18226.32	18000.93	461.34	3.10	2.01
gene10105	rna17139_gene10105,rna17140_gene10105,rna17141_gene10105,rna17142_gene10105	4177.97	3952.59	811.90	24.83	16.11
gene10106	rna17143_gene10106	2647.00	2421.61	203.26	10.15	6.58
gene10107	rna17144_gene10107	1840.00	1614.61	30.80	2.31	1.50
gene10108	rna17145_gene10108	2099.00	1873.61	38.94	2.51	1.63
gene10109	rna17146_gene10109	2111.00	1885.61	5.00	0.32	0.21
gene1011	rna1753_gene1011	1157.00	931.61	0.00	0.00	0.00
gene10110	rna17147_gene10110	564.00	338.80	0.00	0.00	0.00
gene10111	rna17148_gene10111	346.00	125.40	0.00	0.00	0.00
gene10112	rna17149_gene10112	388.00	165.16	0.00	0.00	0.00
gene10113	rna17150_gene10113,rna17151_gene10113	1060.00	834.61	4.00	0.58	0.38
gene10114	rna17152_gene10114,rna17153_gene10114	3352.00	3126.61	334.63	12.94	8.39
gene10115	rna17154_gene10115,rna17155_gene10115	2626.50	2401.12	220.35	11.09	7.20
gene10116	rna17156_gene10116	2393.00	2167.61	26.76	1.49	0.97
gene10117	rna17157_gene10117	599.00	373.73	1.58	0.51	0.33
gene10118	rna17158_gene10118,rna17159_gene10118,rna17160_gene10118	16246.31	16020.92	3623.06	27.34	17.74
gene10119	rna17161_gene10119,rna17162_gene10119,rna17163_gene10119,rna17164_gene10119,rna17165_gene10119,rna17166_gene10119,rna17167_gene10119,rna17168_gene10119,rna17169_gene10119,rna17170_gene10119,rna17171_gene10119	6462.87	6237.49	1298.57	25.17	16.33
gene1012	rna1754_gene1012,rna1755_gene1012,rna1756_gene1012	1492.96	1267.57	235.00	22.41	14.54
gene10120	rna17172_gene10120,rna17173_gene10120,rna17174_gene10120	3271.61	3046.22	129.24	5.13	3.33
gene10121	rna17175_gene10121,rna17176_gene10121,rna17177_gene10121,rna17178_gene10121,rna17179_gene10121,rna17180_gene10121	8435.55	8210.16	849.48	12.51	8.11
gene10122	rna17181_gene10122	1066.00	840.61	5.55	0.80	0.52
gene10123	rna17182_gene10123	635.00	409.68	1.00	0.30	0.19
gene10124	rna17183_gene10124,rna17184_gene10124,rna17185_gene10124	2244.00	2018.61	11.96	0.72	0.46
gene10125	rna17186_gene10125	882.00	656.61	7.68	1.41	0.92
gene10126	rna17187_gene10126,rna17188_gene10126	1341.02	1115.64	128.00	13.87	9.00
gene10127	rna17189_gene10127,rna17190_gene10127,rna17191_gene10127,rna17192_gene10127,rna17193_gene10127,rna17194_gene10127,rna17195_gene10127	1733.32	1507.93	48.02	3.85	2.50
gene10128	rna17196_gene10128	1580.00	1354.61	0.00	0.00	0.00
gene10129	rna17197_gene10129	8053.00	7827.61	2.00	0.03	0.02
gene1013	rna1757_gene1013	1832.00	1606.61	20.00	1.51	0.98
gene10130	rna17198_gene10130	3274.00	3048.61	1.00	0.04	0.03
gene10131	rna17199_gene10131	1131.00	905.61	2.00	0.27	0.17
gene10132	rna17200_gene10132	2646.00	2420.61	0.00	0.00	0.00
gene10133	rna17201_gene10133,rna17202_gene10133,rna17203_gene10133,rna17204_gene10133	1850.29	1624.91	48.91	3.64	2.36
gene10134	rna17205_gene10134	2187.00	1961.61	0.00	0.00	0.00
gene10135	rna17206_gene10135	962.00	736.61	0.00	0.00	0.00
gene10136	rna17207_gene10136	10150.00	9924.61	0.00	0.00	0.00
gene10137	rna17208_gene10137	358.00	136.61	0.00	0.00	0.00
gene10138	rna17209_gene10138	2026.00	1800.61	488.76	32.82	21.29
gene10139	rna17210_gene10139	2247.00	2021.61	395.94	23.68	15.36
gene1014	rna1758_gene1014	1474.00	1248.61	24.00	2.32	1.51
gene10140	rna17211_gene10140	8880.00	8654.61	1206.41	16.85	10.93
gene10141	rna17212_gene10141,rna17213_gene10141	1324.17	1098.78	104.99	11.55	7.49
gene10142	rna17214_gene10142	3516.00	3290.61	480.44	17.65	11.45
gene10143	rna17215_gene10143,rna17216_gene10143,rna17217_gene10143	1177.00	951.61	39.00	4.95	3.21
gene10144	rna17218_gene10144,rna17219_gene10144,rna17220_gene10144,rna17221_gene10144	2301.00	2075.61	14.76	0.86	0.56
gene10145	rna17222_gene10145,rna17223_gene10145,rna17224_gene10145,rna17225_gene10145	3477.26	3251.88	2780.81	103.39	67.07
gene10146	rna17226_gene10146,rna17227_gene10146,rna17228_gene10146,rna17229_gene10146	2226.00	2000.61	91.53	5.53	3.59
gene10147	rna17230_gene10147,rna17231_gene10147	2248.67	2023.28	391.53	23.40	15.18
gene10148	rna17232_gene10148	1031.00	805.61	0.00	0.00	0.00
gene10149	rna17233_gene10149	3021.00	2795.61	13.74	0.59	0.39
gene1015	rna1759_gene1015	1708.00	1482.61	77.00	6.28	4.07
gene10150	rna17234_gene10150	1257.00	1031.61	5.00	0.59	0.38
gene10151	rna17235_gene10151	1362.00	1136.61	8.58	0.91	0.59
gene10152	rna17236_gene10152,rna17237_gene10152	2216.00	1990.61	0.00	0.00	0.00
gene10153	rna17238_gene10153,rna17239_gene10153,rna17240_gene10153,rna17241_gene10153	1268.44	1043.05	33.10	3.84	2.49
gene10154	rna17242_gene10154	714.00	488.64	0.00	0.00	0.00
gene10155	rna17243_gene10155,rna17244_gene10155,rna17245_gene10155,rna17246_gene10155,rna17247_gene10155,rna17248_gene10155,rna17249_gene10155,rna17250_gene10155,rna17251_gene10155	2395.89	2170.50	286.56	15.96	10.35
gene10156	rna17252_gene10156,rna17253_gene10156,rna17254_gene10156,rna17255_gene10156,rna17256_gene10156,rna17257_gene10156,rna17258_gene10156,rna17259_gene10156,rna17260_gene10156,rna17261_gene10156,rna17262_gene10156,rna17263_gene10156,rna17264_gene10156,rna17265_gene10156,rna17266_gene10156	18839.79	18614.41	778.66	5.06	3.28
gene10157	rna17267_gene10157	1047.00	821.61	0.00	0.00	0.00
gene10158	rna17268_gene10158,rna17269_gene10158,rna17270_gene10158,rna17271_gene10158	3358.80	3133.41	442.10	17.06	11.07
gene10159	rna17272_gene10159	2468.00	2242.61	283.74	15.30	9.92
gene1016	rna1760_gene1016	991.00	765.61	0.00	0.00	0.00
gene10160	rna17273_gene10160	1862.00	1636.61	75.20	5.55	3.60
gene10161	rna17274_gene10161	1794.00	1568.61	44.06	3.40	2.20
gene10162	rna17275_gene10162	1658.00	1432.61	0.00	0.00	0.00
gene10163	rna17276_gene10163	1063.00	837.61	37.00	5.34	3.46
gene10164	rna17277_gene10164,rna17278_gene10164	3349.27	3123.89	1326.37	51.33	33.30
gene10165	rna17279_gene10165,rna17280_gene10165	2443.97	2218.59	343.65	18.73	12.15
gene10166	rna17281_gene10166	2434.00	2208.61	159.24	8.72	5.65
gene10167	rna17282_gene10167	594.00	368.73	390.42	128.01	83.04
gene10168	rna17283_gene10168,rna17284_gene10168,rna17285_gene10168,rna17286_gene10168	16223.69	15998.31	3598.94	27.20	17.64
gene10169	rna17287_gene10169,rna17288_gene10169,rna17289_gene10169,rna17290_gene10169,rna17291_gene10169,rna17292_gene10169,rna17293_gene10169,rna17294_gene10169,rna17295_gene10169	6293.27	6067.88	463.43	9.23	5.99
gene1017	rna1761_gene1017	1512.00	1286.61	2.00	0.19	0.12
gene10170	rna17296_gene10170,rna17297_gene10170,rna17298_gene10170	3870.92	3645.54	178.76	5.93	3.85
gene10171	rna17299_gene10171,rna17300_gene10171,rna17301_gene10171,rna17302_gene10171,rna17303_gene10171,rna17304_gene10171	8431.17	8205.78	286.52	4.22	2.74
gene10172	rna17305_gene10172	1057.00	831.61	34.45	5.01	3.25
gene10173	rna17306_gene10173	658.00	432.67	0.00	0.00	0.00
gene10174	rna17307_gene10174	2598.00	2372.61	2.04	0.10	0.07
gene10175	rna17308_gene10175	820.00	594.62	11.32	2.30	1.49
gene10176	rna17309_gene10176	907.00	681.61	0.00	0.00	0.00
gene10177	rna17310_gene10177	3500.00	3274.61	32.98	1.22	0.79
gene10178	rna17311_gene10178	9527.00	9301.61	1.00	0.01	0.01
gene10179	rna17312_gene10179,rna17313_gene10179	1645.50	1420.11	0.00	0.00	0.00
gene1018	rna1762_gene1018	1135.00	909.61	0.00	0.00	0.00
gene10180	rna17314_gene10180	2745.00	2519.61	0.00	0.00	0.00
gene10181	rna17315_gene10181	2228.00	2002.61	0.00	0.00	0.00
gene10182	rna17316_gene10182	1487.00	1261.61	0.00	0.00	0.00
gene10183	rna17317_gene10183	1840.00	1614.61	0.00	0.00	0.00
gene10184	rna17318_gene10184	4986.00	4760.61	5.69	0.14	0.09
gene10185	rna17319_gene10185,rna17320_gene10185	3784.00	3558.61	3.31	0.11	0.07
gene10186	rna17321_gene10186	902.00	676.61	0.00	0.00	0.00
gene10187	rna17322_gene10187	314.00	96.33	0.00	0.00	0.00
gene10188	rna17323_gene10188	2021.00	1795.61	88.24	5.94	3.85
gene10189	rna17324_gene10189	2252.00	2026.61	633.06	37.77	24.50
gene1019	rna1763_gene1019,rna1764_gene1019,rna1765_gene1019	1297.33	1071.95	0.00	0.00	0.00
gene10190	rna17325_gene10190,rna17326_gene10190,rna17327_gene10190,rna17328_gene10190,rna17329_gene10190,rna17330_gene10190,rna17331_gene10190,rna17332_gene10190,rna17333_gene10190,rna17334_gene10190,rna17335_gene10190,rna17336_gene10190,rna17337_gene10190,rna17338_gene10190,rna17339_gene10190	8664.26	8438.87	1192.59	17.09	11.08
gene10191	rna17340_gene10191,rna17341_gene10191,rna17342_gene10191	1340.00	1114.61	54.01	5.86	3.80
gene10192	rna17343_gene10192	2234.00	2008.61	374.56	22.55	14.63
gene10193	rna17344_gene10193	1880.00	1654.61	26.24	1.92	1.24
gene10194	rna17345_gene10194	4034.00	3808.61	49.24	1.56	1.01
gene10195	rna17346_gene10195,rna17347_gene10195,rna17348_gene10195	3045.69	2820.30	2713.19	116.31	75.45
gene10196	rna17349_gene10196	3359.00	3133.61	241.47	9.32	6.04
gene10197	rna17350_gene10197	2048.00	1822.61	330.00	21.89	14.20
gene10198	rna17351_gene10198	1144.00	918.61	251.00	33.03	21.43
gene10199	rna17352_gene10199,rna17353_gene10199,rna17354_gene10199	1148.00	922.61	161.00	21.10	13.69
gene102	rna169_gene102,rna170_gene102	1646.82	1421.43	124.00	10.55	6.84
gene1020	rna1766_gene1020	604.00	378.72	0.00	0.00	0.00
gene10200	rna17355_gene10200	2370.00	2144.61	310.00	17.48	11.34
gene10201	rna17356_gene10201,rna17357_gene10201	2842.46	2617.07	1103.00	50.96	33.05
gene10202	rna17358_gene10202	794.00	568.62	0.00	0.00	0.00
gene10203	rna17359_gene10203	4744.00	4518.61	727.00	19.45	12.62
gene10204	rna17360_gene10204	3706.00	3480.61	152.04	5.28	3.43
gene10205	rna17361_gene10205	3308.00	3082.61	207.00	8.12	5.27
gene10206	rna17362_gene10206,rna17363_gene10206	867.45	642.07	25.00	4.71	3.05
gene10207	rna17364_gene10207	2310.00	2084.61	92.00	5.34	3.46
gene10208	rna17365_gene10208,rna17366_gene10208,rna17367_gene10208,rna17368_gene10208,rna17369_gene10208,rna17370_gene10208,rna17371_gene10208	2702.43	2477.04	0.00	0.00	0.00
gene10209	rna17372_gene10209	1164.00	938.61	0.00	0.00	0.00
gene1021	rna1767_gene1021	2269.00	2043.61	6.00	0.35	0.23
gene10210	rna17373_gene10210	1002.00	776.61	406.00	63.21	41.00
gene10211	rna17374_gene10211	3763.00	3537.61	1084.00	37.05	24.03
gene10212	rna17375_gene10212	2430.00	2204.61	42.00	2.30	1.49
gene10213	rna17376_gene10213,rna17377_gene10213,rna17378_gene10213,rna17379_gene10213,rna17380_gene10213,rna17381_gene10213	3216.88	2991.49	1535.00	62.04	40.24
gene10214	rna17382_gene10214	1204.00	978.61	1.00	0.12	0.08
gene10215	rna17383_gene10215	2463.00	2237.61	80.00	4.32	2.80
gene10216	rna17384_gene10216	2428.00	2202.61	17.00	0.93	0.61
gene10217	rna17385_gene10217	1800.00	1574.61	40.00	3.07	1.99
gene10218	rna17386_gene10218	2438.00	2212.61	8.00	0.44	0.28
gene10219	rna17387_gene10219	2241.00	2015.61	763.00	45.77	29.69
gene1022	rna1768_gene1022	941.00	715.61	481.00	81.26	52.72
gene10220	gene10220_gene10220	1331.00	1105.61	15.00	1.64	1.06
gene10221	rna17388_gene10221	1474.00	1248.61	10.00	0.97	0.63
gene10222	rna17389_gene10222	928.00	702.61	0.00	0.00	0.00
gene10223	rna17390_gene10223	886.00	660.61	887.00	162.33	105.31
gene10224	rna17391_gene10224	987.00	761.61	862.00	136.84	88.77
gene10225	rna17392_gene10225	1128.00	902.61	901.99	120.82	78.37
gene10226	rna17393_gene10226	792.00	566.62	580.00	123.76	80.28
gene10227	rna17394_gene10227	1380.00	1154.61	81.33	8.52	5.52
gene10228	rna17395_gene10228,rna17396_gene10228,rna17397_gene10228,rna17398_gene10228,rna17399_gene10228,rna17400_gene10228,rna17401_gene10228,rna17402_gene10228,rna17403_gene10228	3071.45	2846.06	48.11	2.04	1.33
gene10229	rna17404_gene10229	1894.00	1668.61	72.32	5.24	3.40
gene1023	rna1769_gene1023	1073.00	847.61	46.00	6.56	4.26
gene10230	rna17405_gene10230	728.00	502.64	0.00	0.00	0.00
gene10231	rna17406_gene10231	1165.00	939.61	40.08	5.16	3.35
gene10232	rna17407_gene10232	1708.00	1482.61	0.00	0.00	0.00
gene10233	rna17408_gene10233	440.00	215.77	337.83	189.30	122.80
gene10234	rna17409_gene10234	4837.00	4611.61	480.56	12.60	8.17
gene10235	rna17410_gene10235,rna17411_gene10235	2243.50	2018.11	276.24	16.55	10.74
gene10236	rna17412_gene10236	449.00	224.62	11.96	6.44	4.18
gene10237	rna17413_gene10237,rna17414_gene10237	1818.94	1593.55	114.00	8.65	5.61
gene10238	rna17415_gene10238,rna17416_gene10238	1097.00	871.61	54.95	7.62	4.94
gene10239	rna17417_gene10239,rna17418_gene10239	742.00	516.63	0.00	0.00	0.00
gene1024	rna1770_gene1024,rna1771_gene1024	675.00	449.66	9.00	2.42	1.57
gene10240	rna17419_gene10240	1990.00	1764.61	323.58	22.17	14.38
gene10241	rna17420_gene10241	2224.00	1998.61	60.91	3.68	2.39
gene10242	rna17421_gene10242	1759.00	1533.61	0.00	0.00	0.00
gene10243	rna17422_gene10243	1973.00	1747.61	18.09	1.25	0.81
gene10244	rna17423_gene10244,rna17424_gene10244	2837.00	2611.61	2.16	0.10	0.06
gene10245	rna17425_gene10245	1518.00	1292.61	1.00	0.09	0.06
gene10246	rna17426_gene10246	944.00	718.61	0.00	0.00	0.00
gene10247	rna17427_gene10247,rna17428_gene10247,rna17429_gene10247,rna17430_gene10247	2351.54	2126.15	437.78	24.89	16.15
gene10248	rna17431_gene10248	7129.00	6903.61	1278.39	22.39	14.52
gene10249	rna17432_gene10249,rna17433_gene10249	2049.00	1823.61	45.46	3.01	1.95
gene1025	rna1772_gene1025	612.00	386.71	0.00	0.00	0.00
gene10250	rna17434_gene10250	2012.00	1786.61	30.45	2.06	1.34
gene10251	rna17435_gene10251	3400.00	3174.61	10.01	0.38	0.25
gene10252	rna17436_gene10252	2555.00	2329.61	18.17	0.94	0.61
gene10253	rna17437_gene10253	1604.00	1378.61	60.72	5.32	3.45
gene10254	rna17438_gene10254	1685.00	1459.61	62.49	5.18	3.36
gene10255	rna17439_gene10255	2756.00	2530.61	51.72	2.47	1.60
gene10256	rna17440_gene10256	1403.00	1177.61	227.15	23.32	15.13
gene10257	rna17441_gene10257	1023.00	797.61	133.96	20.31	13.17
gene10258	rna17442_gene10258	1775.00	1549.61	44.36	3.46	2.25
gene10259	rna17443_gene10259,rna17444_gene10259	1726.00	1500.61	107.41	8.65	5.61
gene1026	rna1773_gene1026	6284.00	6058.61	764.00	15.25	9.89
gene10260	rna17445_gene10260	3563.00	3337.61	989.46	35.84	23.25
gene10261	rna17446_gene10261	4989.00	4763.61	210.62	5.35	3.47
gene10262	rna17447_gene10262,rna17448_gene10262,rna17449_gene10262	2125.00	1899.61	6.00	0.38	0.25
gene10263	rna17450_gene10263	4804.00	4578.61	3424.04	90.41	58.65
gene10264	rna17451_gene10264	2057.00	1831.61	0.00	0.00	0.00
gene10265	rna17452_gene10265,rna17453_gene10265	1362.00	1136.61	0.00	0.00	0.00
gene10266	rna17454_gene10266	1217.00	991.61	1.00	0.12	0.08
gene10267	rna17455_gene10267	677.00	451.65	57.00	15.26	9.90
gene10268	rna17456_gene10268,rna17457_gene10268,rna17458_gene10268,rna17459_gene10268	1198.00	972.61	21.18	2.63	1.71
