gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM
gene10022	rna16966_gene10022	2461.00	2239.16	27.00	1.38	0.89
gene10023	rna16967_gene10023	970.00	748.16	5.06	0.77	0.50
gene10024	rna16968_gene10024	4014.00	3792.16	521.00	15.73	10.13
gene10025	rna16969_gene10025,rna16970_gene10025	2074.00	1852.16	29.00	1.79	1.15
gene10026	rna16971_gene10026,rna16972_gene10026	3493.00	3271.16	283.00	9.90	6.38
gene10027	rna16973_gene10027,rna16974_gene10027,rna16975_gene10027	2364.13	2142.29	714.00	38.15	24.58
gene10028	rna16976_gene10028	1246.00	1024.16	769.00	85.94	55.38
gene10029	rna16977_gene10029	4701.00	4479.16	2147.00	54.86	35.35
gene1003	rna1737_gene1003,rna1738_gene1003	931.00	709.16	0.00	0.00	0.00
gene10030	rna16978_gene10030	789.00	567.17	14.00	2.83	1.82
gene10031	rna16979_gene10031	3059.00	2837.16	5.00	0.20	0.13
gene10032	rna16980_gene10032	1615.00	1393.16	0.00	0.00	0.00
gene10033	rna16981_gene10033,rna16982_gene10033,rna16983_gene10033,rna16984_gene10033,rna16985_gene10033,rna16986_gene10033,rna16987_gene10033	1603.62	1381.78	28.00	2.32	1.49
gene10034	rna16988_gene10034,rna16989_gene10034	1375.49	1153.65	17.00	1.69	1.09
gene10035	rna16990_gene10035	14186.00	13964.16	1294.00	10.61	6.83
gene10036	rna16991_gene10036,rna16992_gene10036,rna16993_gene10036	3805.00	3583.16	77.93	2.49	1.60
gene10037	rna16994_gene10037,rna16995_gene10037	2825.44	2603.60	27.30	1.20	0.77
gene10038	rna16996_gene10038	2041.00	1819.16	2.00	0.13	0.08
gene10039	rna16997_gene10039,rna16998_gene10039	1533.00	1311.16	0.00	0.00	0.00
gene1004	rna1739_gene1004	393.00	172.88	0.00	0.00	0.00
gene10040	rna16999_gene10040	1978.00	1756.16	11.00	0.72	0.46
gene10041	rna17000_gene10041	1428.00	1206.16	40.72	3.86	2.49
gene10042	rna17001_gene10042,rna17002_gene10042,rna17003_gene10042	711.00	489.18	2.76	0.65	0.42
gene10043	rna17004_gene10043	2184.00	1962.16	3.00	0.18	0.11
gene10044	rna17005_gene10044	464.00	242.69	0.00	0.00	0.00
gene10045	rna17006_gene10045	263.00	55.13	7.00	14.53	9.37
gene10046	gene10046_gene10046	1289.00	1067.16	166.93	17.91	11.54
gene10047	rna17007_gene10047,rna17008_gene10047	1610.78	1388.94	4.00	0.33	0.21
gene10048	rna17009_gene10048,rna17010_gene10048,rna17011_gene10048,rna17012_gene10048,rna17013_gene10048,rna17014_gene10048,rna17015_gene10048,rna17016_gene10048	3354.08	3132.24	287.00	10.49	6.76
gene10049	rna17017_gene10049	229.00	30.52	0.00	0.00	0.00
gene1005	rna1740_gene1005,rna1741_gene1005	478.50	257.13	0.00	0.00	0.00
gene10050	rna17018_gene10050	741.00	519.17	2.77	0.61	0.39
gene10051	rna17019_gene10051,rna17020_gene10051	1064.50	842.66	0.00	0.00	0.00
gene10052	rna17021_gene10052	106.00	0.00	0.00	0.00	0.00
gene10053	rna17022_gene10053	1382.00	1160.16	247.00	24.37	15.70
gene10054	rna17023_gene10054	552.00	330.29	1.00	0.35	0.22
gene10055	rna17024_gene10055,rna17025_gene10055,rna17026_gene10055,rna17027_gene10055,rna17028_gene10055,rna17029_gene10055	3279.98	3058.14	599.00	22.42	14.45
gene10056	rna17030_gene10056	1798.00	1576.16	63.00	4.58	2.95
gene10057	rna17031_gene10057	538.00	316.33	0.00	0.00	0.00
gene10058	rna17032_gene10058,rna17033_gene10058,rna17034_gene10058,rna17035_gene10058	2180.37	1958.53	403.00	23.55	15.18
gene10059	rna17036_gene10059,rna17037_gene10059	1129.00	907.16	6.00	0.76	0.49
gene1006	rna1742_gene1006	990.00	768.16	15.00	2.24	1.44
gene10060	rna17038_gene10060	369.00	149.72	0.00	0.00	0.00
gene10061	rna17039_gene10061	279.00	68.07	0.00	0.00	0.00
gene10062	rna17040_gene10062,rna17041_gene10062	3963.59	3741.75	34743.00	1062.80	684.86
gene10063	rna17042_gene10063	1531.00	1309.16	13.00	1.14	0.73
gene10064	rna17043_gene10064	1216.00	994.16	14.00	1.61	1.04
gene10065	gene10065_gene10065	3508.00	3286.16	70.00	2.44	1.57
gene10066	rna17044_gene10066	577.00	355.25	58.00	18.69	12.04
gene10067	rna17045_gene10067,rna17046_gene10067,rna17047_gene10067,rna17048_gene10067,rna17049_gene10067	2063.32	1841.48	383.00	23.81	15.34
gene10068	rna17050_gene10068,rna17051_gene10068	3147.00	2925.16	11.00	0.43	0.28
gene10069	rna17052_gene10069	5092.00	4870.16	768.00	18.05	11.63
gene1007	rna1743_gene1007	2866.00	2644.16	1829.00	79.17	51.02
gene10070	rna17053_gene10070	3112.00	2890.16	10.00	0.40	0.26
gene10071	rna17054_gene10071	1044.00	822.16	196.00	27.29	17.58
gene10072	rna17055_gene10072,rna17056_gene10072	899.00	677.16	7.00	1.18	0.76
gene10073	rna17057_gene10073,rna17058_gene10073,rna17059_gene10073,rna17060_gene10073,rna17061_gene10073,rna17062_gene10073,rna17063_gene10073,rna17064_gene10073,rna17065_gene10073,rna17066_gene10073,rna17067_gene10073,rna17068_gene10073	4008.70	3786.86	3680.00	111.23	71.68
gene10074	rna17069_gene10074,rna17070_gene10074	5071.05	4849.21	425.00	10.03	6.46
gene10075	rna17071_gene10075	2163.00	1941.16	72.00	4.25	2.74
gene10076	rna17072_gene10076,rna17073_gene10076,rna17074_gene10076,rna17075_gene10076,rna17076_gene10076	2400.52	2178.68	63.00	3.31	2.13
gene10077	rna17077_gene10077	3170.00	2948.16	237.00	9.20	5.93
gene10078	rna17078_gene10078	1845.00	1623.16	251.00	17.70	11.41
gene10079	gene10079_gene10079	7757.00	7535.16	1852.00	28.13	18.13
gene1008	rna1744_gene1008,rna1745_gene1008,rna1746_gene1008,rna1747_gene1008,rna1748_gene1008,rna1749_gene1008,rna1750_gene1008	1602.25	1380.41	2972.00	246.43	158.80
gene10080	rna17079_gene10080	2274.00	2052.16	394.00	21.98	14.16
gene10081	rna17080_gene10081,rna17081_gene10081	1291.03	1069.19	1065.00	114.01	73.47
gene10082	rna17082_gene10082,rna17083_gene10082	2606.35	2384.51	569.00	27.31	17.60
gene10083	rna17084_gene10083	1131.00	909.16	5155.00	649.00	418.22
gene10084	rna17085_gene10084	1440.00	1218.16	0.00	0.00	0.00
gene10085	rna17086_gene10085,rna17087_gene10085	3315.00	3093.16	550.00	20.35	13.12
gene10086	rna17088_gene10086	2240.00	2018.16	572.00	32.44	20.91
gene10087	rna17089_gene10087,rna17090_gene10087,rna17091_gene10087,rna17092_gene10087,rna17093_gene10087,rna17094_gene10087,rna17095_gene10087,rna17096_gene10087,rna17097_gene10087,rna17098_gene10087	4179.44	3957.60	493.00	14.26	9.19
gene10088	rna17099_gene10088,rna17100_gene10088,rna17101_gene10088	884.00	662.16	3.00	0.52	0.33
gene10089	rna17102_gene10089	3384.00	3162.16	290.00	10.50	6.76
gene1009	rna1751_gene1009	3837.00	3615.16	18.00	0.57	0.37
gene10090	rna17103_gene10090	678.00	456.19	1841.00	461.92	297.66
gene10091	rna17104_gene10091	636.00	414.20	0.00	0.00	0.00
gene10092	rna17105_gene10092	705.00	483.18	406.00	96.18	61.98
gene10093	rna17106_gene10093	2613.00	2391.16	89.00	4.26	2.75
gene10094	rna17107_gene10094	3291.00	3069.16	701.00	26.14	16.85
gene10095	rna17108_gene10095,rna17109_gene10095	1801.54	1579.70	91.80	6.65	4.29
gene10096	rna17110_gene10096,rna17111_gene10096	1907.50	1685.66	0.00	0.00	0.00
gene10097	rna17112_gene10097	2967.00	2745.16	19.91	0.83	0.53
gene10098	rna17113_gene10098	1262.00	1040.16	4.80	0.53	0.34
gene10099	rna17114_gene10099,rna17115_gene10099	1224.00	1002.16	0.00	0.00	0.00
gene101	rna168_gene101	2453.00	2231.16	348.00	17.85	11.50
gene1010	rna1752_gene1010	831.00	609.16	3.00	0.56	0.36
gene10100	rna17116_gene10100,rna17117_gene10100,rna17118_gene10100	2101.33	1879.49	0.00	0.00	0.00
gene10101	rna17119_gene10101	591.00	369.24	0.00	0.00	0.00
gene10102	rna17120_gene10102,rna17121_gene10102,rna17122_gene10102	1350.32	1128.48	123.54	12.53	8.07
gene10103	rna17123_gene10103,rna17124_gene10103,rna17125_gene10103,rna17126_gene10103,rna17127_gene10103,rna17128_gene10103,rna17129_gene10103,rna17130_gene10103,rna17131_gene10103,rna17132_gene10103	2498.30	2276.46	54.71	2.75	1.77
gene10104	rna17133_gene10104,rna17134_gene10104,rna17135_gene10104,rna17136_gene10104,rna17137_gene10104,rna17138_gene10104	18389.89	18168.05	799.04	5.03	3.24
gene10105	rna17139_gene10105,rna17140_gene10105,rna17141_gene10105,rna17142_gene10105	4287.68	4065.84	289.85	8.16	5.26
gene10106	rna17143_gene10106	2647.00	2425.16	105.71	4.99	3.22
gene10107	rna17144_gene10107	1840.00	1618.16	68.29	4.83	3.11
gene10108	rna17145_gene10108	2099.00	1877.16	13.57	0.83	0.53
gene10109	rna17146_gene10109	2111.00	1889.16	7.00	0.42	0.27
gene1011	rna1753_gene1011	1157.00	935.16	0.00	0.00	0.00
gene10110	rna17147_gene10110	564.00	342.27	0.00	0.00	0.00
gene10111	rna17148_gene10111	346.00	127.90	0.00	0.00	0.00
gene10112	rna17149_gene10112	388.00	168.03	0.00	0.00	0.00
gene10113	rna17150_gene10113,rna17151_gene10113	1041.99	820.15	46.56	6.50	4.19
gene10114	rna17152_gene10114,rna17153_gene10114	3352.14	3130.30	1791.99	65.53	42.22
gene10115	rna17154_gene10115,rna17155_gene10115	2609.73	2387.89	316.66	15.18	9.78
gene10116	rna17156_gene10116	2393.00	2171.16	128.94	6.80	4.38
gene10117	rna17157_gene10117	599.00	377.23	0.00	0.00	0.00
gene10118	rna17158_gene10118,rna17159_gene10118,rna17160_gene10118	16245.72	16023.88	3659.22	26.14	16.84
gene10119	rna17161_gene10119,rna17162_gene10119,rna17163_gene10119,rna17164_gene10119,rna17165_gene10119,rna17166_gene10119,rna17167_gene10119,rna17168_gene10119,rna17169_gene10119,rna17170_gene10119,rna17171_gene10119	6465.07	6243.23	1122.80	20.59	13.26
gene1012	rna1754_gene1012,rna1755_gene1012,rna1756_gene1012	1500.32	1278.48	317.00	28.38	18.29
gene10120	rna17172_gene10120,rna17173_gene10120,rna17174_gene10120	2905.89	2684.05	180.10	7.68	4.95
gene10121	rna17175_gene10121,rna17176_gene10121,rna17177_gene10121,rna17178_gene10121,rna17179_gene10121,rna17180_gene10121	8417.64	8195.80	1023.17	14.29	9.21
gene10122	rna17181_gene10122	1066.00	844.16	30.80	4.18	2.69
gene10123	rna17182_gene10123	635.00	413.20	1.00	0.28	0.18
gene10124	rna17183_gene10124,rna17184_gene10124,rna17185_gene10124	2208.67	1986.83	0.00	0.00	0.00
gene10125	rna17186_gene10125	882.00	660.16	1.00	0.17	0.11
gene10126	rna17187_gene10126,rna17188_gene10126	1345.54	1123.70	11.00	1.12	0.72
gene10127	rna17189_gene10127,rna17190_gene10127,rna17191_gene10127,rna17192_gene10127,rna17193_gene10127,rna17194_gene10127,rna17195_gene10127	1649.95	1428.11	147.14	11.79	7.60
gene10128	rna17196_gene10128	1580.00	1358.16	0.00	0.00	0.00
gene10129	rna17197_gene10129	8053.00	7831.16	4.00	0.06	0.04
gene1013	rna1757_gene1013	1832.00	1610.16	19.00	1.35	0.87
gene10130	rna17198_gene10130	3274.00	3052.16	0.00	0.00	0.00
gene10131	rna17199_gene10131	1131.00	909.16	2.91	0.37	0.24
gene10132	rna17200_gene10132	2646.00	2424.16	3.66	0.17	0.11
gene10133	rna17201_gene10133,rna17202_gene10133,rna17203_gene10133,rna17204_gene10133	1764.00	1542.16	53.78	3.99	2.57
gene10134	rna17205_gene10134	2187.00	1965.16	0.00	0.00	0.00
gene10135	rna17206_gene10135	962.00	740.16	0.00	0.00	0.00
gene10136	rna17207_gene10136	10150.00	9928.16	3.15	0.04	0.02
gene10137	rna17208_gene10137	358.00	139.23	0.00	0.00	0.00
gene10138	rna17209_gene10138	2026.00	1804.16	368.78	23.40	15.08
gene10139	rna17210_gene10139	2247.00	2025.16	629.80	35.60	22.94
gene1014	rna1758_gene1014	1474.00	1252.16	24.00	2.19	1.41
gene10140	rna17211_gene10140	8880.00	8658.16	2269.95	30.01	19.34
gene10141	rna17212_gene10141,rna17213_gene10141	1303.00	1081.16	22.54	2.39	1.54
gene10142	rna17214_gene10142	3516.00	3294.16	535.78	18.62	12.00
gene10143	rna17215_gene10143,rna17216_gene10143,rna17217_gene10143	1177.00	955.16	15.02	1.80	1.16
gene10144	rna17218_gene10144,rna17219_gene10144,rna17220_gene10144,rna17221_gene10144	2271.91	2050.07	54.06	3.02	1.95
gene10145	rna17222_gene10145,rna17223_gene10145,rna17224_gene10145,rna17225_gene10145	3185.57	2963.73	6008.13	232.04	149.52
gene10146	rna17226_gene10146,rna17227_gene10146,rna17228_gene10146,rna17229_gene10146	2183.92	1962.08	175.95	10.26	6.61
gene10147	rna17230_gene10147,rna17231_gene10147	2253.28	2031.44	153.20	8.63	5.56
gene10148	rna17232_gene10148	1031.00	809.16	2.00	0.28	0.18
gene10149	rna17233_gene10149	3021.00	2799.16	20.09	0.82	0.53
gene1015	rna1759_gene1015	1708.00	1486.16	142.00	10.94	7.05
gene10150	rna17234_gene10150	1257.00	1035.16	1.20	0.13	0.09
gene10151	rna17235_gene10151	1362.00	1140.16	3.00	0.30	0.19
gene10152	rna17236_gene10152,rna17237_gene10152	2216.00	1994.16	0.00	0.00	0.00
gene10153	rna17238_gene10153,rna17239_gene10153,rna17240_gene10153,rna17241_gene10153	1221.77	999.93	53.46	6.12	3.94
gene10154	rna17242_gene10154	714.00	492.18	0.00	0.00	0.00
gene10155	rna17243_gene10155,rna17244_gene10155,rna17245_gene10155,rna17246_gene10155,rna17247_gene10155,rna17248_gene10155,rna17249_gene10155,rna17250_gene10155,rna17251_gene10155	2404.67	2182.83	251.29	13.18	8.49
gene10156	rna17252_gene10156,rna17253_gene10156,rna17254_gene10156,rna17255_gene10156,rna17256_gene10156,rna17257_gene10156,rna17258_gene10156,rna17259_gene10156,rna17260_gene10156,rna17261_gene10156,rna17262_gene10156,rna17263_gene10156,rna17264_gene10156,rna17265_gene10156,rna17266_gene10156	18827.01	18605.17	876.96	5.40	3.48
gene10157	rna17267_gene10157	1047.00	825.16	0.00	0.00	0.00
gene10158	rna17268_gene10158,rna17269_gene10158,rna17270_gene10158,rna17271_gene10158	3352.01	3130.17	591.15	21.62	13.93
gene10159	rna17272_gene10159	2468.00	2246.16	264.29	13.47	8.68
gene1016	rna1760_gene1016	991.00	769.16	0.00	0.00	0.00
gene10160	rna17273_gene10160	1862.00	1640.16	94.71	6.61	4.26
gene10161	rna17274_gene10161	1794.00	1572.16	43.43	3.16	2.04
gene10162	rna17275_gene10162	1658.00	1436.16	0.00	0.00	0.00
gene10163	rna17276_gene10163	1063.00	841.16	32.44	4.41	2.84
gene10164	rna17277_gene10164,rna17278_gene10164	3349.00	3127.16	712.01	26.06	16.79
gene10165	rna17279_gene10165,rna17280_gene10165	2537.07	2315.23	196.34	9.71	6.25
gene10166	rna17281_gene10166	2434.00	2212.16	198.06	10.25	6.60
gene10167	rna17282_gene10167	594.00	372.23	496.00	152.52	98.28
gene10168	rna17283_gene10168,rna17284_gene10168,rna17285_gene10168,rna17286_gene10168	16219.85	15998.01	4522.78	32.36	20.85
gene10169	rna17287_gene10169,rna17288_gene10169,rna17289_gene10169,rna17290_gene10169,rna17291_gene10169,rna17292_gene10169,rna17293_gene10169,rna17294_gene10169,rna17295_gene10169	6190.46	5968.62	544.20	10.44	6.73
gene1017	rna1761_gene1017	1512.00	1290.16	3.00	0.27	0.17
gene10170	rna17296_gene10170,rna17297_gene10170,rna17298_gene10170	3816.99	3595.15	126.90	4.04	2.60
gene10171	rna17299_gene10171,rna17300_gene10171,rna17301_gene10171,rna17302_gene10171,rna17303_gene10171,rna17304_gene10171	8419.02	8197.18	296.83	4.14	2.67
gene10172	rna17305_gene10172	1057.00	835.16	67.20	9.21	5.93
gene10173	rna17306_gene10173	658.00	436.19	0.00	0.00	0.00
gene10174	rna17307_gene10174	2598.00	2376.16	1.00	0.05	0.03
gene10175	rna17308_gene10175	820.00	598.17	0.00	0.00	0.00
gene10176	rna17309_gene10176	907.00	685.16	0.00	0.00	0.00
gene10177	rna17310_gene10177	3500.00	3278.16	121.86	4.25	2.74
gene10178	rna17311_gene10178	9527.00	9305.16	13.94	0.17	0.11
gene10179	rna17312_gene10179,rna17313_gene10179	1645.50	1423.66	0.00	0.00	0.00
gene1018	rna1762_gene1018	1135.00	913.16	0.00	0.00	0.00
gene10180	rna17314_gene10180	2745.00	2523.16	0.00	0.00	0.00
gene10181	rna17315_gene10181	2228.00	2006.16	0.00	0.00	0.00
gene10182	rna17316_gene10182	1487.00	1265.16	0.00	0.00	0.00
gene10183	rna17317_gene10183	1840.00	1618.16	0.00	0.00	0.00
gene10184	rna17318_gene10184	4986.00	4764.16	0.00	0.00	0.00
gene10185	rna17319_gene10185,rna17320_gene10185	3092.50	2870.66	0.00	0.00	0.00
gene10186	rna17321_gene10186	902.00	680.16	0.00	0.00	0.00
gene10187	rna17322_gene10187	314.00	98.43	0.00	0.00	0.00
gene10188	rna17323_gene10188	2021.00	1799.16	67.22	4.28	2.76
gene10189	rna17324_gene10189	2252.00	2030.16	739.20	41.68	26.86
gene1019	rna1763_gene1019,rna1764_gene1019,rna1765_gene1019	1297.33	1075.49	0.00	0.00	0.00
gene10190	rna17325_gene10190,rna17326_gene10190,rna17327_gene10190,rna17328_gene10190,rna17329_gene10190,rna17330_gene10190,rna17331_gene10190,rna17332_gene10190,rna17333_gene10190,rna17334_gene10190,rna17335_gene10190,rna17336_gene10190,rna17337_gene10190,rna17338_gene10190,rna17339_gene10190	8365.61	8143.77	1891.05	26.58	17.13
gene10191	rna17340_gene10191,rna17341_gene10191,rna17342_gene10191	1340.00	1118.16	45.46	4.65	3.00
gene10192	rna17343_gene10192	2234.00	2012.16	338.22	19.24	12.40
gene10193	rna17344_gene10193	1880.00	1658.16	37.65	2.60	1.67
gene10194	rna17345_gene10194	4034.00	3812.16	97.92	2.94	1.89
gene10195	rna17346_gene10195,rna17347_gene10195,rna17348_gene10195	3979.63	3757.79	2301.87	70.11	45.18
gene10196	rna17349_gene10196	3359.00	3137.16	246.05	8.98	5.78
gene10197	rna17350_gene10197	2048.00	1826.16	322.00	20.18	13.01
gene10198	rna17351_gene10198	1144.00	922.16	328.00	40.71	26.23
gene10199	rna17352_gene10199,rna17353_gene10199,rna17354_gene10199	1130.39	908.55	207.00	26.08	16.80
gene102	rna169_gene102,rna170_gene102	1643.08	1421.25	224.00	18.04	11.62
gene1020	rna1766_gene1020	604.00	382.23	1.00	0.30	0.19
gene10200	rna17355_gene10200	2370.00	2148.16	393.00	20.94	13.49
gene10201	rna17356_gene10201,rna17357_gene10201	3036.31	2814.47	1064.00	43.27	27.88
gene10202	rna17358_gene10202	794.00	572.17	0.00	0.00	0.00
gene10203	rna17359_gene10203	4744.00	4522.16	882.00	22.32	14.39
gene10204	rna17360_gene10204	3706.00	3484.16	9.58	0.31	0.20
gene10205	rna17361_gene10205	3308.00	3086.16	253.00	9.38	6.05
gene10206	rna17362_gene10206,rna17363_gene10206	847.87	626.03	69.00	12.62	8.13
gene10207	rna17364_gene10207	2310.00	2088.16	160.00	8.77	5.65
gene10208	rna17365_gene10208,rna17366_gene10208,rna17367_gene10208,rna17368_gene10208,rna17369_gene10208,rna17370_gene10208,rna17371_gene10208	2702.43	2480.59	0.00	0.00	0.00
gene10209	rna17372_gene10209	1164.00	942.16	0.00	0.00	0.00
gene1021	rna1767_gene1021	2269.00	2047.16	53.00	2.96	1.91
gene10210	rna17373_gene10210	1002.00	780.16	520.00	76.29	49.16
gene10211	rna17374_gene10211	3763.00	3541.16	749.00	24.21	15.60
gene10212	rna17375_gene10212	2430.00	2208.16	47.00	2.44	1.57
gene10213	rna17376_gene10213,rna17377_gene10213,rna17378_gene10213,rna17379_gene10213,rna17380_gene10213,rna17381_gene10213	3214.20	2992.36	1440.00	55.08	35.49
gene10214	rna17382_gene10214	1204.00	982.16	0.00	0.00	0.00
gene10215	rna17383_gene10215	2463.00	2241.16	81.00	4.14	2.67
gene10216	rna17384_gene10216	2428.00	2206.16	9.00	0.47	0.30
gene10217	rna17385_gene10217	1800.00	1578.16	4.00	0.29	0.19
gene10218	rna17386_gene10218	2438.00	2216.16	3.00	0.15	0.10
gene10219	rna17387_gene10219	2241.00	2019.16	933.00	52.89	34.08
gene1022	rna1768_gene1022	941.00	719.16	686.00	109.18	70.36
gene10220	gene10220_gene10220	1331.00	1109.16	8.00	0.83	0.53
gene10221	rna17388_gene10221	1474.00	1252.16	7.00	0.64	0.41
gene10222	rna17389_gene10222	928.00	706.16	529.00	85.75	55.25
gene10223	rna17390_gene10223	886.00	664.16	222.00	38.26	24.65
gene10224	rna17391_gene10224	987.00	765.16	2.00	0.30	0.19
gene10225	rna17392_gene10225	1128.00	906.16	49.15	6.21	4.00
gene10226	rna17393_gene10226	792.00	570.17	233.32	46.84	30.18
gene10227	rna17394_gene10227	1380.00	1158.16	100.78	9.96	6.42
gene10228	rna17395_gene10228,rna17396_gene10228,rna17397_gene10228,rna17398_gene10228,rna17399_gene10228,rna17400_gene10228,rna17401_gene10228,rna17402_gene10228,rna17403_gene10228	3703.30	3481.46	30.28	1.00	0.64
gene10229	rna17404_gene10229	1894.00	1672.16	76.65	5.25	3.38
gene1023	rna1769_gene1023	1073.00	851.16	226.00	30.39	19.58
gene10230	rna17405_gene10230	728.00	506.18	0.00	0.00	0.00
gene10231	rna17406_gene10231	1165.00	943.16	57.91	7.03	4.53
gene10232	rna17407_gene10232	1708.00	1486.16	0.00	0.00	0.00
gene10233	rna17408_gene10233	440.00	218.95	338.00	176.70	113.86
gene10234	rna17409_gene10234	4837.00	4615.16	974.43	24.17	15.57
gene10235	rna17410_gene10235,rna17411_gene10235	2177.79	1955.95	268.97	15.74	10.14
gene10236	rna17412_gene10236	449.00	227.84	205.76	103.37	66.61
gene10237	rna17413_gene10237,rna17414_gene10237	1810.56	1588.73	198.00	14.27	9.19
gene10238	rna17415_gene10238,rna17416_gene10238	1097.00	875.16	70.21	9.18	5.92
gene10239	rna17417_gene10239,rna17418_gene10239	779.00	557.17	96.66	19.86	12.80
gene1024	rna1770_gene1024,rna1771_gene1024	672.59	450.78	488.00	123.91	79.85
gene10240	rna17419_gene10240	1990.00	1768.16	648.15	41.96	27.04
gene10241	rna17420_gene10241	2224.00	2002.16	85.18	4.87	3.14
gene10242	rna17421_gene10242	1759.00	1537.16	0.00	0.00	0.00
gene10243	rna17422_gene10243	1973.00	1751.16	29.19	1.91	1.23
gene10244	rna17423_gene10244,rna17424_gene10244	2904.50	2682.66	0.00	0.00	0.00
gene10245	rna17425_gene10245	1518.00	1296.16	0.00	0.00	0.00
gene10246	rna17426_gene10246	944.00	722.16	0.00	0.00	0.00
gene10247	rna17427_gene10247,rna17428_gene10247,rna17429_gene10247,rna17430_gene10247	2245.84	2024.00	424.66	24.02	15.48
gene10248	rna17431_gene10248	7129.00	6907.16	1852.84	30.70	19.79
gene10249	rna17432_gene10249,rna17433_gene10249	2049.00	1827.16	11.58	0.73	0.47
gene1025	rna1772_gene1025	612.00	390.22	0.00	0.00	0.00
gene10250	rna17434_gene10250	2012.00	1790.16	7.50	0.48	0.31
gene10251	rna17435_gene10251	3400.00	3178.16	25.73	0.93	0.60
gene10252	rna17436_gene10252	2555.00	2333.16	18.77	0.92	0.59
gene10253	rna17437_gene10253	1604.00	1382.16	39.15	3.24	2.09
gene10254	rna17438_gene10254	1685.00	1463.16	79.13	6.19	3.99
gene10255	rna17439_gene10255	2756.00	2534.16	87.53	3.95	2.55
gene10256	rna17440_gene10256	1403.00	1181.16	376.82	36.52	23.53
gene10257	rna17441_gene10257	1023.00	801.16	139.42	19.92	12.84
gene10258	rna17442_gene10258	1775.00	1553.16	94.35	6.95	4.48
gene10259	rna17443_gene10259,rna17444_gene10259	1732.88	1511.04	204.30	15.48	9.97
gene1026	rna1773_gene1026	6284.00	6062.16	735.00	13.88	8.94
gene10260	rna17445_gene10260	3563.00	3341.16	1558.85	53.40	34.41
gene10261	rna17446_gene10261	4989.00	4767.16	228.72	5.49	3.54
gene10262	rna17447_gene10262,rna17448_gene10262,rna17449_gene10262	2025.82	1803.98	25.00	1.59	1.02
gene10263	rna17450_gene10263	4804.00	4582.16	4463.83	111.51	71.85
gene10264	rna17451_gene10264	2057.00	1835.16	31.34	1.95	1.26
gene10265	rna17452_gene10265,rna17453_gene10265	1362.00	1140.16	0.00	0.00	0.00
gene10266	rna17454_gene10266	1217.00	995.16	1.00	0.12	0.07
gene10267	rna17455_gene10267	677.00	455.19	10.07	2.53	1.63
gene10268	rna17456_gene10268,rna17457_gene10268,rna17458_gene10268,rna17459_gene10268	1208.00	986.16	24.58	2.85	1.84
