gene_id	transcript_id(s)	length	effective_length	expected_count	TPM	FPKM
gene10025	rna16969_gene10025,rna16970_gene10025	2074.00	1850.65	36.00	2.25	1.52
gene10026	rna16971_gene10026,rna16972_gene10026	3493.00	3269.65	260.00	9.21	6.20
gene10027	rna16973_gene10027,rna16974_gene10027,rna16975_gene10027	2353.61	2130.26	544.00	29.58	19.91
gene10028	rna16976_gene10028	1246.00	1022.65	712.00	80.64	54.29
gene10029	rna16977_gene10029	4701.00	4477.65	1671.00	43.22	29.10
gene1003	rna1737_gene1003,rna1738_gene1003	923.00	699.65	2.00	0.33	0.22
gene10030	rna16978_gene10030	789.00	565.66	8.00	1.64	1.10
gene10031	rna16979_gene10031	3059.00	2835.65	1.00	0.04	0.03
gene10032	rna16980_gene10032	1615.00	1391.65	1.00	0.08	0.06
gene10033	rna16981_gene10033,rna16982_gene10033,rna16983_gene10033,rna16984_gene10033,rna16985_gene10033,rna16986_gene10033,rna16987_gene10033	1500.55	1277.21	60.00	5.44	3.66
gene10034	rna16988_gene10034,rna16989_gene10034	1414.26	1190.92	17.00	1.65	1.11
gene10035	rna16990_gene10035	14186.00	13962.65	156.00	1.29	0.87
gene10036	rna16991_gene10036,rna16992_gene10036,rna16993_gene10036	3655.00	3431.65	50.40	1.70	1.15
gene10037	rna16994_gene10037,rna16995_gene10037	2825.00	2601.65	16.66	0.74	0.50
gene10038	rna16996_gene10038	2041.00	1817.65	222.00	14.15	9.52
gene10039	rna16997_gene10039,rna16998_gene10039	1857.00	1633.65	0.00	0.00	0.00
gene1004	rna1739_gene1004	393.00	171.57	0.00	0.00	0.00
gene10040	rna16999_gene10040	1978.00	1754.65	0.00	0.00	0.00
gene10041	rna17000_gene10041	1428.00	1204.65	2.03	0.20	0.13
gene10042	rna17001_gene10042,rna17002_gene10042,rna17003_gene10042	561.67	338.62	0.00	0.00	0.00
gene10043	rna17004_gene10043	2184.00	1960.65	0.00	0.00	0.00
gene10044	rna17005_gene10044	464.00	241.28	0.00	0.00	0.00
gene10045	rna17006_gene10045	263.00	54.38	0.00	0.00	0.00
gene10046	gene10046_gene10046	1289.00	1065.65	121.29	13.18	8.87
gene10047	rna17007_gene10047,rna17008_gene10047	1456.00	1232.65	0.00	0.00	0.00
gene10048	rna17009_gene10048,rna17010_gene10048,rna17011_gene10048,rna17012_gene10048,rna17013_gene10048,rna17014_gene10048,rna17015_gene10048,rna17016_gene10048	3320.62	3097.28	391.00	14.62	9.84
gene10049	rna17017_gene10049	229.00	30.06	0.00	0.00	0.00
gene1005	rna1740_gene1005,rna1741_gene1005	450.00	227.43	3.00	1.53	1.03
gene10050	rna17018_gene10050	741.00	517.67	3.76	0.84	0.57
gene10051	rna17019_gene10051,rna17020_gene10051	1002.00	778.65	1.00	0.15	0.10
gene10052	rna17021_gene10052	106.00	0.00	0.00	0.00	0.00
gene10053	rna17022_gene10053	1382.00	1158.65	222.00	22.19	14.94
gene10054	rna17023_gene10054	552.00	328.82	3.00	1.06	0.71
gene10055	rna17024_gene10055,rna17025_gene10055,rna17026_gene10055,rna17027_gene10055,rna17028_gene10055,rna17029_gene10055	3340.12	3116.77	571.00	21.22	14.29
gene10056	rna17030_gene10056	1798.00	1574.65	121.00	8.90	5.99
gene10057	rna17031_gene10057	538.00	314.86	0.00	0.00	0.00
gene10058	rna17032_gene10058,rna17033_gene10058,rna17034_gene10058,rna17035_gene10058	2166.94	1943.59	241.00	14.36	9.67
gene10059	rna17036_gene10059,rna17037_gene10059	1051.00	827.65	4.08	0.57	0.38
gene1006	rna1742_gene1006	990.00	766.65	26.00	3.93	2.64
gene10060	rna17038_gene10060	369.00	148.47	0.00	0.00	0.00
gene10061	rna17039_gene10061	279.00	67.21	1.00	1.73	1.16
gene10062	rna17040_gene10062,rna17041_gene10062	3958.02	3734.67	61678.00	1912.77	1287.76
gene10063	rna17042_gene10063	1531.00	1307.65	5.00	0.44	0.30
gene10064	rna17043_gene10064	1216.00	992.65	15.00	1.75	1.18
gene10065	gene10065_gene10065	3508.00	3284.65	70.00	2.47	1.66
gene10066	rna17044_gene10066	577.00	353.77	34.00	11.13	7.49
gene10067	rna17045_gene10067,rna17046_gene10067,rna17047_gene10067,rna17048_gene10067,rna17049_gene10067	2144.04	1920.69	469.00	28.28	19.04
gene10068	rna17050_gene10068,rna17051_gene10068	2036.67	1813.32	4.00	0.26	0.17
gene10069	rna17052_gene10069	5092.00	4868.65	559.00	13.30	8.95
gene1007	rna1743_gene1007	2866.00	2642.65	444.00	19.46	13.10
gene10070	rna17053_gene10070	3112.00	2888.65	0.00	0.00	0.00
gene10071	rna17054_gene10071	1044.00	820.65	212.00	29.92	20.14
gene10072	rna17055_gene10072,rna17056_gene10072	932.00	708.65	2.00	0.33	0.22
gene10073	rna17057_gene10073,rna17058_gene10073,rna17059_gene10073,rna17060_gene10073,rna17061_gene10073,rna17062_gene10073,rna17063_gene10073,rna17064_gene10073,rna17065_gene10073,rna17066_gene10073,rna17067_gene10073,rna17068_gene10073	3842.61	3619.27	2846.00	91.07	61.32
gene10074	rna17069_gene10074,rna17070_gene10074	5098.00	4874.65	193.00	4.59	3.09
gene10075	rna17071_gene10075	2163.00	1939.65	84.00	5.02	3.38
gene10076	rna17072_gene10076,rna17073_gene10076,rna17074_gene10076,rna17075_gene10076,rna17076_gene10076	2323.73	2100.38	65.00	3.58	2.41
gene10077	rna17077_gene10077	3170.00	2946.65	214.00	8.41	5.66
gene10078	rna17078_gene10078	1845.00	1621.65	219.00	15.64	10.53
gene10079	gene10079_gene10079	7757.00	7533.65	1664.00	25.58	17.22
gene1008	rna1744_gene1008,rna1745_gene1008,rna1746_gene1008,rna1747_gene1008,rna1748_gene1008,rna1749_gene1008,rna1750_gene1008	1587.21	1363.86	2493.00	211.71	142.53
gene10080	rna17079_gene10080	2274.00	2050.65	317.00	17.90	12.05
gene10081	rna17080_gene10081,rna17081_gene10081	1292.71	1069.36	922.00	99.86	67.23
gene10082	rna17082_gene10082,rna17083_gene10082	2605.72	2382.37	755.00	36.70	24.71
gene10083	rna17084_gene10083	1131.00	907.65	4889.00	623.86	420.01
gene10084	rna17085_gene10084	1440.00	1216.65	10.07	0.96	0.65
gene10085	rna17086_gene10085,rna17087_gene10085	3315.00	3091.65	415.00	15.55	10.47
gene10086	rna17088_gene10086	2240.00	2016.65	971.00	55.77	37.54
gene10087	rna17089_gene10087,rna17090_gene10087,rna17091_gene10087,rna17092_gene10087,rna17093_gene10087,rna17094_gene10087,rna17095_gene10087,rna17096_gene10087,rna17097_gene10087,rna17098_gene10087	4173.71	3950.37	464.00	13.60	9.16
gene10088	rna17099_gene10088,rna17100_gene10088,rna17101_gene10088	884.00	660.65	2.00	0.35	0.24
gene10089	rna17102_gene10089	3384.00	3160.65	143.00	5.24	3.53
gene1009	rna1751_gene1009	3837.00	3613.65	29.00	0.93	0.63
gene10090	rna17103_gene10090	678.00	454.69	1564.00	398.39	268.21
gene10091	rna17104_gene10091	636.00	412.71	0.00	0.00	0.00
gene10092	rna17105_gene10092	705.00	481.68	197.00	47.37	31.89
gene10093	rna17106_gene10093	2613.00	2389.65	52.00	2.52	1.70
gene10094	rna17107_gene10094	3291.00	3067.65	345.00	13.03	8.77
gene10095	rna17108_gene10095,rna17109_gene10095	1801.04	1577.69	106.71	7.83	5.27
gene10096	rna17110_gene10096,rna17111_gene10096	1907.50	1684.15	0.00	0.00	0.00
gene10097	rna17112_gene10097	2967.00	2743.65	15.22	0.64	0.43
gene10098	rna17113_gene10098	1262.00	1038.65	1.00	0.11	0.08
gene10099	rna17114_gene10099,rna17115_gene10099	1129.00	905.65	1.00	0.13	0.09
gene101	rna168_gene101	2453.00	2229.65	373.00	19.38	13.04
gene1010	rna1752_gene1010	831.00	607.66	10.00	1.91	1.28
gene10100	rna17116_gene10100,rna17117_gene10100,rna17118_gene10100	2101.33	1877.98	0.00	0.00	0.00
gene10101	rna17119_gene10101	591.00	367.75	0.00	0.00	0.00
gene10102	rna17120_gene10102,rna17121_gene10102,rna17122_gene10102	1382.65	1159.30	23.53	2.35	1.58
gene10103	rna17123_gene10103,rna17124_gene10103,rna17125_gene10103,rna17126_gene10103,rna17127_gene10103,rna17128_gene10103,rna17129_gene10103,rna17130_gene10103,rna17131_gene10103,rna17132_gene10103	2429.88	2206.54	60.02	3.15	2.12
gene10104	rna17133_gene10104,rna17134_gene10104,rna17135_gene10104,rna17136_gene10104,rna17137_gene10104,rna17138_gene10104	18281.93	18058.58	616.03	3.95	2.66
gene10105	rna17139_gene10105,rna17140_gene10105,rna17141_gene10105,rna17142_gene10105	4183.77	3960.43	236.32	6.91	4.65
gene10106	rna17143_gene10106	2647.00	2423.65	89.54	4.28	2.88
gene10107	rna17144_gene10107	1840.00	1616.65	22.66	1.62	1.09
gene10108	rna17145_gene10108	2099.00	1875.65	7.25	0.45	0.30
gene10109	rna17146_gene10109	2111.00	1887.65	9.87	0.61	0.41
gene1011	rna1753_gene1011	1157.00	933.65	0.00	0.00	0.00
gene10110	rna17147_gene10110	564.00	340.80	0.00	0.00	0.00
gene10111	rna17148_gene10111	346.00	126.72	0.00	0.00	0.00
gene10112	rna17149_gene10112	388.00	166.73	2.00	1.39	0.94
gene10113	rna17150_gene10113,rna17151_gene10113	1033.00	809.65	1.00	0.14	0.10
gene10114	rna17152_gene10114,rna17153_gene10114	3352.00	3128.65	377.78	13.99	9.42
gene10115	rna17154_gene10115,rna17155_gene10115	2532.78	2309.43	97.74	4.90	3.30
gene10116	rna17156_gene10116	2393.00	2169.65	40.38	2.16	1.45
gene10117	rna17157_gene10117	599.00	375.74	0.00	0.00	0.00
gene10118	rna17158_gene10118,rna17159_gene10118,rna17160_gene10118	16244.03	16020.68	4036.24	29.18	19.64
gene10119	rna17161_gene10119,rna17162_gene10119,rna17163_gene10119,rna17164_gene10119,rna17165_gene10119,rna17166_gene10119,rna17167_gene10119,rna17168_gene10119,rna17169_gene10119,rna17170_gene10119,rna17171_gene10119	6472.76	6249.42	748.41	13.87	9.34
gene1012	rna1754_gene1012,rna1755_gene1012,rna1756_gene1012	1503.81	1280.46	251.00	22.70	15.28
gene10120	rna17172_gene10120,rna17173_gene10120,rna17174_gene10120	3151.57	2928.22	155.17	6.14	4.13
gene10121	rna17175_gene10121,rna17176_gene10121,rna17177_gene10121,rna17178_gene10121,rna17179_gene10121,rna17180_gene10121	8441.54	8218.19	926.67	13.06	8.79
gene10122	rna17181_gene10122	1066.00	842.65	38.76	5.33	3.59
gene10123	rna17182_gene10123	635.00	411.71	0.00	0.00	0.00
gene10124	rna17183_gene10124,rna17184_gene10124,rna17185_gene10124	2208.67	1985.32	0.00	0.00	0.00
gene10125	rna17186_gene10125	882.00	658.65	0.00	0.00	0.00
gene10126	rna17187_gene10126,rna17188_gene10126	1242.00	1018.65	3.00	0.34	0.23
gene10127	rna17189_gene10127,rna17190_gene10127,rna17191_gene10127,rna17192_gene10127,rna17193_gene10127,rna17194_gene10127,rna17195_gene10127	1672.66	1449.31	104.55	8.36	5.63
gene10128	rna17196_gene10128	1580.00	1356.65	0.00	0.00	0.00
gene10129	rna17197_gene10129	8053.00	7829.65	0.00	0.00	0.00
gene1013	rna1757_gene1013	1832.00	1608.65	9.00	0.65	0.44
gene10130	rna17198_gene10130	3274.00	3050.65	0.00	0.00	0.00
gene10131	rna17199_gene10131	1131.00	907.65	1.34	0.17	0.12
gene10132	rna17200_gene10132	2646.00	2422.65	0.00	0.00	0.00
gene10133	rna17201_gene10133,rna17202_gene10133,rna17203_gene10133,rna17204_gene10133	1805.92	1582.57	27.98	2.05	1.38
gene10134	rna17205_gene10134	2187.00	1963.65	0.00	0.00	0.00
gene10135	rna17206_gene10135	962.00	738.65	0.00	0.00	0.00
gene10136	rna17207_gene10136	10150.00	9926.65	5.12	0.06	0.04
gene10137	rna17208_gene10137	358.00	138.01	0.00	0.00	0.00
gene10138	rna17209_gene10138	2026.00	1802.65	160.00	10.28	6.92
gene10139	rna17210_gene10139	2247.00	2023.65	389.90	22.32	15.02
gene1014	rna1758_gene1014	1474.00	1250.65	52.00	4.82	3.24
gene10140	rna17211_gene10140	8880.00	8656.65	1391.43	18.62	12.53
gene10141	rna17212_gene10141,rna17213_gene10141	1303.00	1079.65	62.37	6.69	4.50
gene10142	rna17214_gene10142	3516.00	3292.65	253.99	8.93	6.01
gene10143	rna17215_gene10143,rna17216_gene10143,rna17217_gene10143	1133.00	909.65	14.03	1.79	1.20
gene10144	rna17218_gene10144,rna17219_gene10144,rna17220_gene10144,rna17221_gene10144	2301.00	2077.65	80.45	4.48	3.02
gene10145	rna17222_gene10145,rna17223_gene10145,rna17224_gene10145,rna17225_gene10145	3785.15	3561.80	3388.38	110.18	74.18
gene10146	rna17226_gene10146,rna17227_gene10146,rna17228_gene10146,rna17229_gene10146	2051.48	1828.13	93.88	5.95	4.00
gene10147	rna17230_gene10147,rna17231_gene10147	2251.94	2028.60	463.29	26.45	17.81
gene10148	rna17232_gene10148	1031.00	807.65	0.00	0.00	0.00
gene10149	rna17233_gene10149	3021.00	2797.65	3.78	0.16	0.11
gene1015	rna1759_gene1015	1708.00	1484.65	107.00	8.35	5.62
gene10150	rna17234_gene10150	1257.00	1033.65	0.00	0.00	0.00
gene10151	rna17235_gene10151	1362.00	1138.65	1.00	0.10	0.07
gene10152	rna17236_gene10152,rna17237_gene10152	2216.00	1992.65	0.00	0.00	0.00
gene10153	rna17238_gene10153,rna17239_gene10153,rna17240_gene10153,rna17241_gene10153	1181.00	957.65	67.47	8.16	5.49
gene10154	rna17242_gene10154	714.00	490.68	2.93	0.69	0.47
gene10155	rna17243_gene10155,rna17244_gene10155,rna17245_gene10155,rna17246_gene10155,rna17247_gene10155,rna17248_gene10155,rna17249_gene10155,rna17250_gene10155,rna17251_gene10155	2438.54	2215.19	216.98	11.34	7.64
gene10156	rna17252_gene10156,rna17253_gene10156,rna17254_gene10156,rna17255_gene10156,rna17256_gene10156,rna17257_gene10156,rna17258_gene10156,rna17259_gene10156,rna17260_gene10156,rna17261_gene10156,rna17262_gene10156,rna17263_gene10156,rna17264_gene10156,rna17265_gene10156,rna17266_gene10156	18868.15	18644.80	889.97	5.53	3.72
gene10157	rna17267_gene10157	1047.00	823.65	0.00	0.00	0.00
gene10158	rna17268_gene10158,rna17269_gene10158,rna17270_gene10158,rna17271_gene10158	3355.30	3131.96	586.68	21.70	14.61
gene10159	rna17272_gene10159	2468.00	2244.65	528.46	27.27	18.36
gene1016	rna1760_gene1016	991.00	767.65	0.00	0.00	0.00
gene10160	rna17273_gene10160	1862.00	1638.65	97.34	6.88	4.63
gene10161	rna17274_gene10161	1794.00	1570.65	18.75	1.38	0.93
gene10162	rna17275_gene10162	1658.00	1434.65	6.13	0.50	0.33
gene10163	rna17276_gene10163	1063.00	839.65	31.00	4.28	2.88
gene10164	rna17277_gene10164,rna17278_gene10164	3349.59	3126.24	1394.22	51.65	34.77
gene10165	rna17279_gene10165,rna17280_gene10165	2350.44	2127.09	376.26	20.49	13.79
gene10166	rna17281_gene10166	2434.00	2210.65	183.62	9.62	6.48
gene10167	rna17282_gene10167	594.00	370.75	403.00	125.89	84.76
gene10168	rna17283_gene10168,rna17284_gene10168,rna17285_gene10168,rna17286_gene10168	16218.04	15994.69	4972.76	36.01	24.24
gene10169	rna17287_gene10169,rna17288_gene10169,rna17289_gene10169,rna17290_gene10169,rna17291_gene10169,rna17292_gene10169,rna17293_gene10169,rna17294_gene10169,rna17295_gene10169	6281.09	6057.74	1068.59	20.43	13.75
gene1017	rna1761_gene1017	1512.00	1288.65	4.00	0.36	0.24
gene10170	rna17296_gene10170,rna17297_gene10170,rna17298_gene10170	4214.30	3990.95	78.83	2.29	1.54
gene10171	rna17299_gene10171,rna17300_gene10171,rna17301_gene10171,rna17302_gene10171,rna17303_gene10171,rna17304_gene10171	8438.43	8215.08	210.33	2.97	2.00
gene10172	rna17305_gene10172	1057.00	833.65	59.24	8.23	5.54
gene10173	rna17306_gene10173	658.00	434.70	0.00	0.00	0.00
gene10174	rna17307_gene10174	2598.00	2374.65	1.00	0.05	0.03
gene10175	rna17308_gene10175	820.00	596.66	0.00	0.00	0.00
gene10176	rna17309_gene10176	907.00	683.65	0.00	0.00	0.00
gene10177	rna17310_gene10177	3500.00	3276.65	41.45	1.46	0.99
gene10178	rna17311_gene10178	9527.00	9303.65	1.00	0.01	0.01
gene10179	rna17312_gene10179,rna17313_gene10179	1645.50	1422.15	0.00	0.00	0.00
gene1018	rna1762_gene1018	1135.00	911.65	0.00	0.00	0.00
gene10180	rna17314_gene10180	2745.00	2521.65	0.00	0.00	0.00
gene10181	rna17315_gene10181	2228.00	2004.65	0.00	0.00	0.00
gene10182	rna17316_gene10182	1487.00	1263.65	0.00	0.00	0.00
gene10183	rna17317_gene10183	1840.00	1616.65	0.00	0.00	0.00
gene10184	rna17318_gene10184	4986.00	4762.65	1.16	0.03	0.02
gene10185	rna17319_gene10185,rna17320_gene10185	3784.00	3560.65	7.38	0.24	0.16
gene10186	rna17321_gene10186	902.00	678.65	0.00	0.00	0.00
gene10187	rna17322_gene10187	314.00	97.38	0.00	0.00	0.00
gene10188	rna17323_gene10188	2021.00	1797.65	0.00	0.00	0.00
gene10189	rna17324_gene10189	2252.00	2028.65	845.10	48.25	32.48
gene1019	rna1763_gene1019,rna1764_gene1019,rna1765_gene1019	1297.33	1073.98	0.00	0.00	0.00
gene10190	rna17325_gene10190,rna17326_gene10190,rna17327_gene10190,rna17328_gene10190,rna17329_gene10190,rna17330_gene10190,rna17331_gene10190,rna17332_gene10190,rna17333_gene10190,rna17334_gene10190,rna17335_gene10190,rna17336_gene10190,rna17337_gene10190,rna17338_gene10190,rna17339_gene10190	8483.66	8260.31	1263.57	17.72	11.93
gene10191	rna17340_gene10191,rna17341_gene10191,rna17342_gene10191	1340.00	1116.65	10.63	1.10	0.74
gene10192	rna17343_gene10192	2234.00	2010.65	335.01	19.30	12.99
gene10193	rna17344_gene10193	1880.00	1656.65	7.63	0.53	0.36
gene10194	rna17345_gene10194	4034.00	3810.65	139.52	4.24	2.85
gene10195	rna17346_gene10195,rna17347_gene10195,rna17348_gene10195	2875.75	2652.40	3879.62	169.41	114.05
gene10196	rna17349_gene10196	3359.00	3135.65	43.12	1.59	1.07
gene10197	rna17350_gene10197	2048.00	1824.65	362.00	22.98	15.47
gene10198	rna17351_gene10198	1144.00	920.65	194.00	24.41	16.43
gene10199	rna17352_gene10199,rna17353_gene10199,rna17354_gene10199	1127.29	903.94	175.00	22.42	15.10
gene102	rna169_gene102,rna170_gene102	1642.00	1418.65	160.00	13.06	8.79
gene1020	rna1766_gene1020	604.00	380.74	0.00	0.00	0.00
gene10200	rna17355_gene10200	2370.00	2146.65	388.00	20.93	14.09
gene10201	rna17356_gene10201,rna17357_gene10201	3087.62	2864.27	904.00	36.55	24.61
gene10202	rna17358_gene10202	794.00	570.66	9.12	1.85	1.25
gene10203	rna17359_gene10203	4744.00	4520.65	724.00	18.55	12.49
gene10204	rna17360_gene10204	3706.00	3482.65	26.43	0.88	0.59
gene10205	rna17361_gene10205	3308.00	3084.65	296.00	11.11	7.48
gene10206	rna17362_gene10206,rna17363_gene10206	850.23	626.88	36.00	6.65	4.48
gene10207	rna17364_gene10207	2310.00	2086.65	134.00	7.44	5.01
gene10208	rna17365_gene10208,rna17366_gene10208,rna17367_gene10208,rna17368_gene10208,rna17369_gene10208,rna17370_gene10208,rna17371_gene10208	2702.43	2479.08	0.00	0.00	0.00
gene10209	rna17372_gene10209	1164.00	940.65	0.00	0.00	0.00
gene1021	rna1767_gene1021	2269.00	2045.65	9.00	0.51	0.34
gene10210	rna17373_gene10210	1002.00	778.65	467.00	69.46	46.77
gene10211	rna17374_gene10211	3763.00	3539.65	665.00	21.76	14.65
gene10212	rna17375_gene10212	2430.00	2206.65	33.00	1.73	1.17
gene10213	rna17376_gene10213,rna17377_gene10213,rna17378_gene10213,rna17379_gene10213,rna17380_gene10213,rna17381_gene10213	3215.14	2991.80	1596.00	61.79	41.60
gene10214	rna17382_gene10214	1204.00	980.65	1.00	0.12	0.08
gene10215	rna17383_gene10215	2463.00	2239.65	242.00	12.51	8.43
gene10216	rna17384_gene10216	2428.00	2204.65	2.00	0.11	0.07
gene10217	rna17385_gene10217	1800.00	1576.65	41.00	3.01	2.03
gene10218	rna17386_gene10218	2438.00	2214.65	8.00	0.42	0.28
gene10219	rna17387_gene10219	2241.00	2017.65	796.00	45.69	30.76
gene1022	rna1768_gene1022	941.00	717.65	634.00	102.32	68.89
gene10220	gene10220_gene10220	1331.00	1107.65	9.00	0.94	0.63
gene10221	rna17388_gene10221	1474.00	1250.65	116.00	10.74	7.23
gene10222	rna17389_gene10222	928.00	704.65	432.00	71.01	47.80
gene10223	rna17390_gene10223	886.00	662.65	26.00	4.54	3.06
gene10224	rna17391_gene10224	987.00	763.65	2.00	0.30	0.20
gene10225	rna17392_gene10225	1128.00	904.65	87.91	11.25	7.58
gene10226	rna17393_gene10226	792.00	568.66	28.03	5.71	3.84
gene10227	rna17394_gene10227	1380.00	1156.65	66.96	6.71	4.51
gene10228	rna17395_gene10228,rna17396_gene10228,rna17397_gene10228,rna17398_gene10228,rna17399_gene10228,rna17400_gene10228,rna17401_gene10228,rna17402_gene10228,rna17403_gene10228	3043.79	2820.44	106.26	4.36	2.94
gene10229	rna17404_gene10229	1894.00	1670.65	26.08	1.81	1.22
gene1023	rna1769_gene1023	1073.00	849.65	459.00	62.57	42.12
gene10230	rna17405_gene10230	728.00	504.67	0.00	0.00	0.00
gene10231	rna17406_gene10231	1165.00	941.65	40.11	4.93	3.32
gene10232	rna17407_gene10232	1708.00	1484.65	0.00	0.00	0.00
gene10233	rna17408_gene10233	440.00	217.56	1166.00	620.72	417.90
gene10234	rna17409_gene10234	4837.00	4613.65	754.03	18.93	12.74
gene10235	rna17410_gene10235,rna17411_gene10235	2293.07	2069.72	241.66	13.52	9.10
gene10236	rna17412_gene10236	449.00	226.44	232.76	119.05	80.15
gene10237	rna17413_gene10237,rna17414_gene10237	1818.37	1595.02	164.00	11.91	8.02
gene10238	rna17415_gene10238,rna17416_gene10238	1097.00	873.65	49.43	6.55	4.41
gene10239	rna17417_gene10239,rna17418_gene10239	742.00	518.67	0.00	0.00	0.00
gene1024	rna1770_gene1024,rna1771_gene1024	675.00	451.69	130.00	33.33	22.44
gene10240	rna17419_gene10240	1990.00	1766.65	364.92	23.92	16.11
gene10241	rna17420_gene10241	2224.00	2000.65	97.77	5.66	3.81
gene10242	rna17421_gene10242	1759.00	1535.65	0.00	0.00	0.00
gene10243	rna17422_gene10243	1973.00	1749.65	20.25	1.34	0.90
gene10244	rna17423_gene10244,rna17424_gene10244	2904.50	2681.15	0.00	0.00	0.00
gene10245	rna17425_gene10245	1518.00	1294.65	0.00	0.00	0.00
gene10246	rna17426_gene10246	944.00	720.65	1.00	0.16	0.11
gene10247	rna17427_gene10247,rna17428_gene10247,rna17429_gene10247,rna17430_gene10247	2212.90	1989.55	542.82	31.60	21.27
gene10248	rna17431_gene10248	7129.00	6905.65	1741.67	29.21	19.67
gene10249	rna17432_gene10249,rna17433_gene10249	2049.00	1825.65	13.09	0.83	0.56
gene1025	rna1772_gene1025	612.00	388.73	122.00	36.35	24.47
gene10250	rna17434_gene10250	2012.00	1788.65	22.35	1.45	0.97
gene10251	rna17435_gene10251	3400.00	3176.65	2.36	0.09	0.06
gene10252	rna17436_gene10252	2555.00	2331.65	15.26	0.76	0.51
gene10253	rna17437_gene10253	1604.00	1380.65	60.55	5.08	3.42
gene10254	rna17438_gene10254	1685.00	1461.65	81.62	6.47	4.35
gene10255	rna17439_gene10255	2756.00	2532.65	71.51	3.27	2.20
gene10256	rna17440_gene10256	1403.00	1179.65	366.73	36.01	24.24
gene10257	rna17441_gene10257	1023.00	799.65	192.54	27.89	18.77
gene10258	rna17442_gene10258	1775.00	1551.65	74.90	5.59	3.76
gene10259	rna17443_gene10259,rna17444_gene10259	1726.00	1502.65	148.27	11.43	7.69
gene1026	rna1773_gene1026	6284.00	6060.65	641.00	12.25	8.25
gene10260	rna17445_gene10260	3563.00	3339.65	1034.68	35.88	24.16
gene10261	rna17446_gene10261	4989.00	4765.65	78.07	1.90	1.28
gene10262	rna17447_gene10262,rna17448_gene10262,rna17449_gene10262	1605.00	1381.65	25.00	2.10	1.41
gene10263	rna17450_gene10263	4804.00	4580.65	4337.43	109.67	73.83
gene10264	rna17451_gene10264	2057.00	1833.65	11.91	0.75	0.51
gene10265	rna17452_gene10265,rna17453_gene10265	1124.00	900.65	1.00	0.13	0.09
gene10266	rna17454_gene10266	1217.00	993.65	7.43	0.87	0.58
gene10267	rna17455_gene10267	677.00	453.69	27.00	6.89	4.64
gene10268	rna17456_gene10268,rna17457_gene10268,rna17458_gene10268,rna17459_gene10268	1208.00	984.65	11.89	1.40	0.94
