"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
101 0.710921301577328 2 5 "GO:0005829" "cytosol" 0.948517173194082
313 0.374599572403699 2 3 "GO:0005835" "fatty acid synthase complex" 0.948517173194082
250 0.280586562847482 2 7 "GO:0005839" "proteasome core complex" 0.948517173194082
169 0.000489599778736297 2 172 "GO:0005840" "ribosome" 0.0430847805287941
-23 0.957964283887539 3 2 "GO:0005845" "mRNA cap binding complex" 0.968975367610384
137 0.697747075948047 3 3 "GO:0005846" "nuclear cap binding complex" 0.948517173194082
242 0.0852566182975737 2 19 "GO:0005852" "eukaryotic translation initiation factor 3 complex" 0.83228310758041
152 0.666514319927772 2 3 "GO:0005853" "eukaryotic translation elongation factor 1 complex" 0.948517173194082
13 0.923065611178775 2 20 "GO:0005856" "cytoskeleton" 0.952674032715483
309 0.312468288540351 3 4 "GO:0005858" "axonemal dynein complex" 0.948517173194082
-287 0.415589461620147 2 3 "GO:0005868" "cytoplasmic dynein complex" 0.948517173194082
252 0.559713470098387 3 2 "GO:0005871" "kinesin complex" 0.948517173194082
181 0.00562538115827526 5 91 "GO:0005874;GO:0099513;GO:0099512;GO:0099081;GO:0099080" "polymeric cytoskeletal fiber" 0.198013416771289
87 0.635873163834331 2 11 "GO:0005875" "microtubule associated complex" 0.948517173194082
-51 0.868194358898105 2 4 "GO:0005885" "Arp2/3 protein complex" 0.952674032715483
-82 0.280545852140904 3 66 "GO:0005886" "plasma membrane" 0.948517173194082
168 0.322765357949564 4 13 "GO:0005887;GO:0031226" "intrinsic component of plasma membrane" 0.948517173194082
311 0.151201341576886 5 8 "GO:0005891;GO:0034704" "voltage-gated calcium channel complex" 0.948517173194082
-119 0.697984999674046 3 4 "GO:0005911" "cell-cell junction" 0.948517173194082
-24 0.956118384927745 4 2 "GO:0005925;GO:0005924;GO:0005912;GO:0030055;GO:0070161" "focal adhesion" 0.968975367610384
93 0.792908546093294 2 3 "GO:0005929" "cilium" 0.948517173194082
-738 0.0878332560758575 6 2 "GO:0005964;GO:1902554" "serine/threonine protein kinase complex" 0.83228310758041
-419 0.33195617251331 2 2 "GO:0005965" "protein farnesyltransferase complex" 0.948517173194082
100 0.743987039657263 2 4 "GO:0005968" "Rab-protein geranylgeranyltransferase complex" 0.948517173194082
872 0.0436540256019912 2 2 "GO:0005971" "ribonucleoside-diphosphate reductase complex" 0.698464409631859
-207 0.0694010961110423 6 29 "GO:0008076;GO:0034705" "potassium channel complex" 0.83228310758041
248 0.565967969331697 2 2 "GO:0008091" "spectrin" 0.948517173194082
648 0.133722819118867 3 2 "GO:0008250" "oligosaccharyltransferase complex" 0.948517173194082
-55 0.735452513657488 3 14 "GO:0008287;GO:1903293" "protein serine/threonine phosphatase complex" 0.948517173194082
41 0.925702379875215 3 2 "GO:0008352" "katanin complex" 0.952674032715483
689 0.110807873288552 3 2 "GO:0009317" "acetyl-CoA carboxylase complex" 0.936113023378628
273 0.318886397326197 2 5 "GO:0009331" "glycerol-3-phosphate dehydrogenase complex" 0.948517173194082
-169 0.632479027351646 2 3 "GO:0009332" "glutamate-tRNA ligase complex" 0.948517173194082
-426 0.11949583930179 2 5 "GO:0009341" "beta-galactosidase complex" 0.948517173194082
-88 0.746723429940263 2 5 "GO:0015629" "actin cytoskeleton" 0.948517173194082
-135 0.410213786898008 3 14 "GO:0015934" "large ribosomal subunit" 0.948517173194082
189 0.203717995357822 2 17 "GO:0015935" "small ribosomal subunit" 0.948517173194082
-79 0.85522802857476 3 2 "GO:0016012" "sarcoglycan complex" 0.952674032715483
49 0.223553417982758 2 257 "GO:0016020" "membrane" 0.948517173194082
-94 0.00934283409633626 3 340 "GO:0016021;GO:0031224" "intrinsic component of membrane" 0.251975835893778
121 0.779661858842362 2 2 "GO:0016035" "zeta DNA polymerase complex" 0.948517173194082
305 0.186989089779429 2 7 "GO:0016272" "prefoldin complex" 0.948517173194082
-111 0.75237009308692 3 3 "GO:0016342" "catenin complex" 0.948517173194082
77 0.664639138899198 2 12 "GO:0016459" "myosin complex" 0.948517173194082
117 0.667724643856666 5 5 "GO:0016514" "SWI/SNF complex" 0.948517173194082
371 0.390355752694437 2 2 "GO:0016529" "sarcoplasmic reticulum" 0.948517173194082
209 0.495081501539375 3 4 "GO:0016580;GO:0070822;GO:0000118" "Sin3 complex" 0.948517173194082
128 0.716739751916891 5 3 "GO:0016589;GO:0031010" "ISWI-type complex" 0.948517173194082
-249 0.565184325198432 2 2 "GO:0016592" "mediator complex" 0.948517173194082
-117 0.786781528506617 2 2 "GO:0017053" "transcriptional repressor complex" 0.948517173194082
324 0.453904233522674 2 2 "GO:0017087" "mitochondrial processing peptidase complex" 0.948517173194082
-461 0.191212190818875 2 3 "GO:0018444" "translation release factor complex" 0.948517173194082
-435 0.111695303925859 2 5 "GO:0019008" "molybdopterin synthase complex" 0.936113023378628
-367 0.396133656717631 2 2 "GO:0019774" "proteasome core complex, beta-subunit complex" 0.948517173194082
70 0.797762418434402 4 5 "GO:0019866;GO:0005743" "organelle inner membrane" 0.948517173194082
-140 0.746104689717462 2 2 "GO:0030014" "CCR4-NOT complex" 0.948517173194082
-87 0.727000151151829 2 6 "GO:0030054" "cell junction" 0.948517173194082
-76 0.724559041355395 2 8 "GO:0030120;GO:0030117" "membrane coat" 0.948517173194082
202 0.640196110639645 3 2 "GO:0030122" "AP-2 adaptor complex" 0.948517173194082
204 0.563548853907754 4 3 "GO:0030127" "COPII vesicle coat" 0.948517173194082
-201 0.511808402321758 4 4 "GO:0030130;GO:0030125;GO:0030118" "clathrin coat" 0.948517173194082
89 0.801672855380846 3 3 "GO:0030131;GO:0030119" "AP-type membrane coat adaptor complex" 0.948517173194082
132 0.708276091265791 6 3 "GO:0030136;GO:0030135" "coated vesicle" 0.948517173194082
-62 0.805664204338572 3 6 "GO:0030176;GO:0031227" "intrinsic component of endoplasmic reticulum membrane" 0.948517173194082
53 0.817853160341388 2 7 "GO:0030286" "dynein complex" 0.948517173194082
38 0.902488797326634 2 4 "GO:0030424;GO:0043005" "axon" 0.952674032715483
-86 0.754509844834975 3 5 "GO:0030677" "ribonuclease P complex" 0.948517173194082
-97 0.823537937671092 3 2 "GO:0030684" "preribosome" 0.948517173194082
-259 0.548849437234674 2 2 "GO:0030906" "retromer, cargo-selective complex" 0.948517173194082
748 0.0834042153694435 2 2 "GO:0030956" "glutamyl-tRNA(Gln) amidotransferase complex" 0.83228310758041
265 0.385689927160417 5 4 "GO:0031011;GO:0033202;GO:0097346" "Ino80 complex" 0.948517173194082
125 0.446819976398274 2 14 "GO:0031012" "extracellular matrix" 0.948517173194082
23 0.882232414117707 3 16 "GO:0031090" "organelle membrane" 0.952674032715483
51 0.906400317094264 2 2 "GO:0031209" "SCAR complex" 0.952674032715483
-101 0.774010082951624 2 3 "GO:0031251" "PAN complex" 0.948517173194082
-148 0.469770678585285 2 9 "GO:0031301;GO:0031300" "integral component of organelle membrane" 0.948517173194082
-130 0.574978753633138 4 7 "GO:0031410;GO:0097708;GO:0031982" "vesicle" 0.948517173194082
151 0.412225611937597 2 11 "GO:0031461;GO:0000151" "ubiquitin ligase complex" 0.948517173194082
101 0.68669495359344 2 6 "GO:0031966" "mitochondrial membrane" 0.948517173194082
-65 0.0206530045030555 1 733 "GO:0032991" "protein-containing complex" 0.44641371734918
131 0.378507667434354 3 17 "GO:0033178" "proton-transporting two-sector ATPase complex, catalytic domain" 0.948517173194082
-187 0.493711788474367 2 5 "GO:0033179;GO:0033177" "proton-transporting two-sector ATPase complex, proton-transporting domain" 0.948517173194082
216 0.429103164512558 2 5 "GO:0033180" "proton-transporting V-type ATPase, V1 domain" 0.948517173194082
-134 0.624563427822739 2 5 "GO:0034464" "BBSome" 0.948517173194082
73 0.789283133337173 2 5 "GO:0034518" "RNA cap binding complex" 0.948517173194082
-174 0.45112848441799 2 7 "GO:0034708;GO:0035097" "methyltransferase complex" 0.948517173194082
147 0.591740055755135 7 5 "GO:0035267;GO:0043189;GO:1902562" "H4 histone acetyltransferase complex" 0.948517173194082
226 0.522775355924342 2 3 "GO:0036064" "ciliary basal body" 0.948517173194082
410 0.245517438325662 2 3 "GO:0042555" "MCM complex" 0.948517173194082
309 0.380737756162102 3 3 "GO:0042575" "DNA polymerase complex" 0.948517173194082
256 0.554268429265946 2 2 "GO:0042709;GO:0045239" "succinate-CoA ligase complex" 0.948517173194082
207 0.632756651146665 3 2 "GO:0042720" "mitochondrial inner membrane peptidase complex" 0.948517173194082
-765 0.0768113555481391 3 2 "GO:0043190;GO:0098533" "ATP-binding cassette (ABC) transporter complex" 0.83228310758041
76 0.0100217662003207 2 608 "GO:0043229;GO:0043226" "organelle" 0.251975835893778
139 0.000773107293578581 4 248 "GO:0043232;GO:0043228" "intracellular non-membrane-bounded organelle" 0.0453556278899434
43 0.697592862338449 2 31 "GO:0044391" "ribosomal subunit" 0.948517173194082
218 0.61391411459819 2 2 "GO:0045202" "synapse" 0.948517173194082
422 0.328503922691975 4 2 "GO:0045259;GO:0016469" "proton-transporting ATP synthase complex" 0.948517173194082
257 0.347066475393994 2 5 "GO:0045261" "proton-transporting ATP synthase complex, catalytic core F(1)" 0.948517173194082
375 0.22004472444567 3 4 "GO:0045275" "respiratory chain complex III" 0.948517173194082
-67 0.787580275704642 3 6 "GO:0045277" "respiratory chain complex IV" 0.948517173194082
109 0.392732005543241 2 23 "GO:0045298" "tubulin complex" 0.948517173194082
-187 0.665253175028246 2 2 "GO:0046658;GO:0031225" "anchored component of plasma membrane" 0.948517173194082
-464 0.0898487445683397 2 5 "GO:0046695;GO:0070461" "SAGA-type complex" 0.83228310758041
29 0.82168068594603 2 23 "GO:0046696;GO:0043235" "receptor complex" 0.948517173194082
-165 0.589436475699294 4 4 "GO:0048188" "Set1C/COMPASS complex" 0.948517173194082
-268 0.188427091814853 6 9 "GO:0055029;GO:0000428;GO:0030880" "DNA-directed RNA polymerase complex" 0.948517173194082
-191 0.198657742624601 2 17 "GO:0061695" "transferase complex, transferring phosphorus-containing groups" 0.948517173194082
110 0.570321570420862 2 10 "GO:0070069;GO:0098803" "cytochrome complex" 0.948517173194082
118 0.738763559658113 2 3 "GO:0070531" "BRCA1-A complex" 0.948517173194082
-576 0.182607837268535 5 2 "GO:0071339;GO:0044665" "MLL1 complex" 0.948517173194082
-75 0.862506338351357 3 2 "GO:0071564" "npBAF complex" 0.952674032715483
213 0.358064958056461 3 7 "GO:0097525;GO:0030532;GO:0120114" "spliceosomal snRNP complex" 0.948517173194082
345 0.424444513326621 2 2 "GO:0097546" "ciliary base" 0.948517173194082
-117 0.588587336709541 2 8 "GO:0098588;GO:0098805" "bounding membrane of organelle" 0.948517173194082
47 0.894253938668274 2 3 "GO:0098687" "chromosomal region" 0.952674032715483
-21 0.711061987434144 2 126 "GO:0098796" "membrane protein complex" 0.948517173194082
-123 0.156576465396856 2 51 "GO:0098797;GO:0034703;GO:0034702;GO:1902495;GO:1990351" "plasma membrane protein complex" 0.948517173194082
114 0.48714088169327 2 14 "GO:0098798" "mitochondrial protein complex" 0.948517173194082
68 0.824563224424401 2 4 "GO:0098800" "inner mitochondrial membrane protein complex" 0.948517173194082
90 0.676008169864502 3 8 "GO:0120025;GO:0042995" "plasma membrane bounded cell projection" 0.948517173194082
-15 0.788958876490755 2 128 "GO:1902494" "catalytic complex" 0.948517173194082
-171 0.430030164871878 3 8 "GO:1902555;GO:1905348" "endoribonuclease complex" 0.948517173194082
-611 0.0836487314234304 3 3 "GO:1902911" "protein kinase complex" 0.83228310758041
170 0.336247133361165 2 12 "GO:1904949;GO:0070603" "ATPase complex" 0.948517173194082
-106 0.807348131320041 2 2 "GO:1990112" "RQC complex" 0.948517173194082
420 0.0228279741826285 2 11 "GO:1990204" "oxidoreductase complex" 0.44641371734918
-78 0.327940583469071 2 60 "GO:1990234" "transferase complex" 0.948517173194082
10 0.905752733226147 2 54 "GO:1990904" "ribonucleoprotein complex" 0.952674032715483
