"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
68 0.695028143714537 3 4 "GO:0008312" "7S RNA binding" 0.986139408097589
-61 0.620228463545674 2 8 "GO:0008378" "galactosyltransferase activity" 0.933788409004876
45 0.734345516728136 2 7 "GO:0008408;GO:0004527" "exonuclease activity" 0.986184681155433
84 0.443760587683321 5 10 "GO:0008417" "fucosyltransferase activity" 0.929270910736123
77 0.703326530358937 2 3 "GO:0008420" "RNA polymerase II CTD heptapeptide repeat phosphatase activity" 0.986184681155433
-117 0.501473625946406 2 4 "GO:0008483;GO:0016769" "transaminase activity" 0.929270910736123
-213 0.221037703586534 3 4 "GO:0008502" "melatonin receptor activity" 0.921557194953088
101 0.475657197568178 2 6 "GO:0008509" "anion transmembrane transporter activity" 0.929270910736123
218 0.209806737114884 2 4 "GO:0008514" "organic anion transmembrane transporter activity" 0.895138207559126
280 0.106603761256578 2 4 "GO:0008536" "Ran GTPase binding" 0.766684881885525
-59 0.732726165474097 -1 4 "GO:0008565" "obsolete protein transporter activity" 0.986184681155433
166 0.408897990872015 5 3 "GO:0008603" "cAMP-dependent protein kinase regulator activity" 0.929270910736123
64 0.466949866079575 2 16 "GO:0008757;GO:0008170" "S-adenosylmethionine-dependent methyltransferase activity" 0.929270910736123
-406 0.0981806699619171 2 2 "GO:0008812" "choline dehydrogenase activity" 0.766684881885525
8 0.91689641645785 3 19 "GO:0009055" "electron transfer activity" 0.986184681155433
-222 0.366592849757202 2 2 "GO:0009374;GO:0033293" "biotin binding" 0.929270910736123
16 0.906472889786882 3 7 "GO:0010181" "FMN binding" 0.986184681155433
27 0.894588677293433 4 3 "GO:0010997;GO:0097027;GO:0055106" "ubiquitin-protein transferase activator activity" 0.986184681155433
-31 0.815499113822908 4 7 "GO:0015035;GO:0015036" "disulfide oxidoreductase activity" 0.986184681155433
-87 0.0654569299294633 2 56 "GO:0015075" "ion transmembrane transporter activity" 0.766684881885525
-97 0.193161234605089 2 22 "GO:0015078;GO:0015077" "monovalent inorganic cation transmembrane transporter activity" 0.876043727102718
-374 0.128231508748579 2 2 "GO:0015079" "potassium ion transmembrane transporter activity" 0.766684881885525
-133 0.50658305415837 3 3 "GO:0015165;GO:0005338;GO:0015932;GO:1901505" "carbohydrate derivative transmembrane transporter activity" 0.929270910736123
-304 0.129560967910973 2 3 "GO:0015252" "proton channel activity" 0.766684881885525
-149 0.124132097591164 3 13 "GO:0015291" "secondary active transmembrane transporter activity" 0.766684881885525
22 0.886468425288011 4 5 "GO:0015293" "symporter activity" 0.986184681155433
-132 0.590823175102267 4 2 "GO:0015377;GO:0015108;GO:0015296;GO:0015103;GO:0015294" "cation:chloride symporter activity" 0.929270910736123
-228 0.049914865399645 5 9 "GO:0015385;GO:0005451;GO:0015081;GO:0051139;GO:0015299;GO:0015491;GO:0015298;GO:0015297" "solute:proton antiporter activity" 0.766684881885525
-4 0.931141066705389 4 65 "GO:0015631;GO:0008092" "cytoskeletal protein binding" 0.986184681155433
177 0.470737945442132 4 2 "GO:0016040;GO:0045181;GO:0015930" "glutamate synthase activity" 0.929270910736123
545 0.026491673400626 2 2 "GO:0016155" "formyltetrahydrofolate dehydrogenase activity" 0.708263465255256
-151 0.539785054814837 2 2 "GO:0016174;GO:0050664" "NAD(P)H oxidase activity" 0.929270910736123
-42 0.833017098098305 5 3 "GO:0016208" "AMP binding" 0.986184681155433
228 0.352682366917953 3 2 "GO:0016263;GO:0048531" "beta-1,3-galactosyltransferase activity" 0.929270910736123
-57 0.0911847975321134 2 115 "GO:0016491" "oxidoreductase activity" 0.766684881885525
265 0.280878644240696 2 2 "GO:0016597" "amino acid binding" 0.9282696657223
-23 0.85353655619641 3 8 "GO:0016614" "oxidoreductase activity, acting on CH-OH group of donors" 0.986184681155433
17 0.9315988131948 2 3 "GO:0016615" "malate dehydrogenase activity" 0.986184681155433
129 0.406449271633623 2 5 "GO:0016616" "oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor" 0.929270910736123
-90 0.43884321960878 2 9 "GO:0016620;GO:0016903" "oxidoreductase activity, acting on the aldehyde or oxo group of donors" 0.929270910736123
90 0.463676398169811 3 8 "GO:0016627" "oxidoreductase activity, acting on the CH-CH group of donors" 0.929270910736123
31 0.841773387866105 4 5 "GO:0016639;GO:0016638" "oxidoreductase activity, acting on the CH-NH2 group of donors" 0.986184681155433
265 0.187112786286149 4 3 "GO:0016646;GO:0016645" "oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor" 0.876043727102718
-151 0.169508695776161 2 10 "GO:0016667" "oxidoreductase activity, acting on a sulfur group of donors" 0.850536302357544
-430 0.0320192960700875 3 3 "GO:0016671" "oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor" 0.708263465255256
-92 0.59665364748371 3 4 "GO:0016702;GO:0016701" "oxidoreductase activity, acting on single donors with incorporation of molecular oxygen" 0.929270910736123
-136 0.0339757381856765 3 30 "GO:0016705" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen" 0.708263465255256
-235 0.131097043997117 2 5 "GO:0016706" "2-oxoglutarate-dependent dioxygenase activity" 0.766684881885525
34 0.892069415424072 4 2 "GO:0016709" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen" 0.986184681155433
1 0.967539727143399 2 198 "GO:0016740" "transferase activity" 0.988972845085979
2 0.990114535943239 2 6 "GO:0016742" "hydroxymethyl-, formyl- and related transferase activity" 0.993781626817103
35 0.739666849392786 2 11 "GO:0016746;GO:0016747" "transferase activity, transferring acyl groups" 0.986184681155433
46 0.442659872313665 2 34 "GO:0016757" "transferase activity, transferring glycosyl groups" 0.929270910736123
64 0.370466888799242 3 24 "GO:0016758" "transferase activity, transferring hexosyl groups" 0.929270910736123
-139 0.489669681489383 2 3 "GO:0016765" "transferase activity, transferring alkyl or aryl (other than methyl) groups" 0.929270910736123
-11 0.761961473506377 2 91 "GO:0016772" "transferase activity, transferring phosphorus-containing groups" 0.986184681155433
-22 0.665351917015343 3 50 "GO:0016773;GO:0016301" "kinase activity" 0.957866977548327
-453 0.0237693848694725 3 3 "GO:0016776" "phosphotransferase activity, phosphate group as acceptor" 0.708263465255256
6 0.917288068882346 3 38 "GO:0016779" "nucleotidyltransferase activity" 0.986184681155433
26 0.895907009513822 3 3 "GO:0016783;GO:0016782" "sulfurtransferase activity" 0.986184681155433
-9 0.766183519352224 2 165 "GO:0016787" "hydrolase activity" 0.986184681155433
-25 0.619123065676183 3 50 "GO:0016788" "hydrolase activity, acting on ester bonds" 0.933788409004876
213 0.0277956596954359 3 13 "GO:0016810" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds" 0.708263465255256
162 0.510520970989535 4 2 "GO:0016812" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides" 0.929270910736123
-189 0.0605662987723827 2 12 "GO:0016829" "lyase activity" 0.766684881885525
-205 0.238969642260294 4 4 "GO:0016836;GO:0016835" "hydro-lyase activity" 0.9282696657223
-293 0.0389802979996036 3 6 "GO:0016849" "phosphorus-oxygen lyase activity" 0.754547196992327
88 0.299063645827396 2 17 "GO:0016853" "isomerase activity" 0.929270910736123
-52 0.442814321196392 2 27 "GO:0016874" "ligase activity" 0.929270910736123
-172 0.323661929356356 3 4 "GO:0016879" "ligase activity, forming carbon-nitrogen bonds" 0.929270910736123
11 0.803575836018642 5 64 "GO:0016887;GO:0017111;GO:0016462;GO:0016818;GO:0016817" "pyrophosphatase activity" 0.986184681155433
-143 0.275631760454894 3 7 "GO:0016891;GO:0004521;GO:0016893" "endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters" 0.9282696657223
-458 0.0623359031116612 3 2 "GO:0017022" "myosin binding" 0.766684881885525
145 0.211397953076694 2 9 "GO:0017048" "Rho GTPase binding" 0.895138207559126
124 0.536904415050285 2 3 "GO:0017150" "tRNA dihydrouridine synthase activity" 0.929270910736123
-33 0.801104923028491 4 7 "GO:0017154" "semaphorin receptor activity" 0.986184681155433
40 0.71454223168011 3 10 "GO:0018024;GO:0016279;GO:0042054;GO:0008276;GO:0016278" "protein methyltransferase activity" 0.986184681155433
136 0.499145871805552 2 3 "GO:0019208" "phosphatase regulator activity" 0.929270910736123
-9 0.902971769688335 3 22 "GO:0019842" "vitamin binding" 0.986184681155433
208 0.230440165798311 2 4 "GO:0019843" "rRNA binding" 0.9282696657223
144 0.274670237945482 4 7 "GO:0019887;GO:0019207" "kinase regulator activity" 0.9282696657223
-104 0.0860249294387371 2 34 "GO:0020037;GO:0046906" "tetrapyrrole binding" 0.766684881885525
2 0.96392181238162 2 48 "GO:0022804" "active transmembrane transporter activity" 0.988972845085979
-23 0.87018083046622 3 6 "GO:0022848;GO:0005231;GO:0099094;GO:1904315;GO:0022824;GO:0099529;GO:0022835;GO:0098960;GO:0030594" "excitatory extracellular ligand-gated ion channel activity" 0.986184681155433
-160 0.0524459718522774 2 18 "GO:0022853" "active ion transmembrane transporter activity" 0.766684881885525
-5 0.873276095720625 2 126 "GO:0022857;GO:0005215" "transmembrane transporter activity" 0.986184681155433
-108 0.0332180697848291 2 49 "GO:0022890;GO:0008324;GO:0015318" "inorganic molecular entity transmembrane transporter activity" 0.708263465255256
33 0.895296460675093 3 2 "GO:0030060" "L-malate dehydrogenase activity" 0.986184681155433
-385 0.116871346611085 4 2 "GO:0030145" "manganese ion binding" 0.766684881885525
156 0.525048654437114 3 2 "GO:0030151" "molybdenum ion binding" 0.929270910736123
-174 0.262340965388201 3 5 "GO:0030170;GO:0070279" "pyridoxal phosphate binding" 0.9282696657223
-16 0.811808470105646 2 26 "GO:0030234" "enzyme regulator activity" 0.986184681155433
103 0.552379715064753 2 4 "GO:0030276" "clathrin binding" 0.929270910736123
-38 0.879179624239444 4 2 "GO:0030374" "nuclear receptor transcription coactivator activity" 0.986184681155433
364 0.138791859240617 2 2 "GO:0030507" "spectrin binding" 0.783595705295983
62 0.755926999062994 2 3 "GO:0030976" "thiamine pyrophosphate binding" 0.986184681155433
-130 0.322351871216591 4 7 "GO:0030983" "mismatched DNA binding" 0.929270910736123
-50 0.772184943116626 3 4 "GO:0031072" "heat shock protein binding" 0.986184681155433
277 0.110417275890565 2 4 "GO:0031177;GO:0072341" "modified amino acid binding" 0.766684881885525
-30 0.775540101496019 4 11 "GO:0031406;GO:0043177" "carboxylic acid binding" 0.986184681155433
-59 0.652113311144208 2 7 "GO:0031418" "L-ascorbic acid binding" 0.957866977548327
398 0.104997877807959 2 2 "GO:0031419" "cobalamin binding" 0.766684881885525
413 0.0923123615472521 3 2 "GO:0032182" "ubiquitin-like protein binding" 0.766684881885525
327 0.10257372062523 5 3 "GO:0032266;GO:1901981" "phosphatidylinositol phosphate binding" 0.766684881885525
20 0.895660101393809 2 5 "GO:0033218" "amide binding" 0.986184681155433
-379 0.122695636006854 5 2 "GO:0033743" "peptide-methionine (R)-S-oxide reductase activity" 0.766684881885525
60 0.808945555918489 2 2 "GO:0034235;GO:0051861" "GPI anchor binding" 0.986184681155433
64 0.56438585605076 3 10 "GO:0035091" "phosphatidylinositol binding" 0.929270910736123
301 0.132967488740294 4 3 "GO:0035497;GO:0000978;GO:0000977;GO:0001012" "RNA polymerase II cis-regulatory region sequence-specific DNA binding" 0.766684881885525
6 0.97673163371543 3 3 "GO:0035591;GO:0030674;GO:0060090" "protein binding, bridging" 0.988972845085979
43 0.37981475253208 2 52 "GO:0038023;GO:0060089" "signaling receptor activity" 0.929270910736123
-286 0.153915884162436 2 3 "GO:0042162" "telomeric DNA binding" 0.817866757020003
352 0.152334053022459 2 2 "GO:0042393" "histone binding" 0.817866757020003
59 0.317868835761735 4 35 "GO:0042626;GO:0015399" "primary active transmembrane transporter activity" 0.929270910736123
69 0.780618104432122 3 2 "GO:0042800" "histone methyltransferase activity (H3-K4 specific)" 0.986184681155433
-99 0.524550246992238 3 5 "GO:0042802" "identical protein binding" 0.929270910736123
-7 0.972744209272284 2 3 "GO:0042803" "protein homodimerization activity" 0.988972845085979
570 0.0202897094828127 2 2 "GO:0043014" "alpha-tubulin binding" 0.708263465255256
-118 0.339706551249317 2 8 "GO:0043015" "gamma-tubulin binding" 0.929270910736123
275 0.170946587960739 2 3 "GO:0043021" "ribonucleoprotein complex binding" 0.850536302357544
162 0.509210771352925 4 2 "GO:0043022" "ribosome binding" 0.929270910736123
-7 0.978024806210488 4 2 "GO:0043175;GO:0070063" "RNA polymerase binding" 0.988972845085979
-2 0.985019663441194 3 11 "GO:0043565" "sequence-specific DNA binding" 0.992343229712132
113 0.259674789609235 2 12 "GO:0044877" "protein-containing complex binding" 0.9282696657223
73 0.715733178491919 1 3 "GO:0045182" "translation regulator activity" 0.986184681155433
37 0.853882507412188 3 3 "GO:0045296;GO:0050839" "cell adhesion molecule binding" 0.986184681155433
11 0.66861229629061 2 202 "GO:0046872;GO:0043169" "cation binding" 0.957866977548327
-263 0.00189073670646769 2 17 "GO:0046873" "metal ion transmembrane transporter activity" 0.512389647452744
-438 0.0743711010542308 5 2 "GO:0046933" "proton-transporting ATP synthase activity, rotational mechanism" 0.766684881885525
-69 0.577601151087441 3 8 "GO:0046961;GO:0009678;GO:0019829;GO:0044769;GO:0042625" "ATPase-coupled ion transmembrane transporter activity" 0.929270910736123
-315 0.200423288119441 4 2 "GO:0046982" "protein heterodimerization activity" 0.876043727102718
-100 0.417632036622974 3 8 "GO:0046983" "protein dimerization activity" 0.929270910736123
7 0.948124942440825 3 11 "GO:0048029;GO:0030246" "monosaccharide binding" 0.988972845085979
-26 0.454017660604038 2 113 "GO:0048037" "cofactor binding" 0.929270910736123
53 0.425162712921351 2 28 "GO:0050660" "flavin adenine dinucleotide binding" 0.929270910736123
62 0.53509205885777 4 12 "GO:0050661" "NADP binding" 0.929270910736123
-4 0.92982586448763 3 65 "GO:0050662" "coenzyme binding" 0.986184681155433
-54 0.7865189316779 3 3 "GO:0051015" "actin filament binding" 0.986184681155433
132 0.0926552760376387 2 20 "GO:0051020;GO:0019899;GO:0017016;GO:0031267" "enzyme binding" 0.766684881885525
-226 0.0664552605979497 3 8 "GO:0051213" "dioxygenase activity" 0.766684881885525
-60 0.628915768766295 2 8 "GO:0051287" "NAD binding" 0.936462490855307
11 0.901075105232823 2 17 "GO:0051536;GO:0051540" "iron-sulfur cluster binding" 0.986184681155433
86 0.546917514311254 3 6 "GO:0051537" "2 iron, 2 sulfur cluster binding" 0.929270910736123
-190 0.344232930049733 3 3 "GO:0051539" "4 iron, 4 sulfur cluster binding" 0.929270910736123
-196 0.259121168776984 5 4 "GO:0061630;GO:0061659" "ubiquitin protein ligase activity" 0.9282696657223
-84 0.270372393551603 2 21 "GO:0070011;GO:0008233" "peptidase activity" 0.9282696657223
-119 0.494148990458418 5 4 "GO:0070566" "adenylyltransferase activity" 0.929270910736123
-42 0.46325004924879 1 37 "GO:0098772" "molecular function regulator" 0.929270910736123
-20 0.558747947023777 2 111 "GO:0140096" "catalytic activity, acting on a protein" 0.929270910736123
33 0.573701318667154 2 35 "GO:0140097" "catalytic activity, acting on DNA" 0.929270910736123
15 0.726991506023613 2 65 "GO:0140098" "catalytic activity, acting on RNA" 0.986184681155433
17 0.792035285360133 2 29 "GO:0140101" "catalytic activity, acting on a tRNA" 0.986184681155433
189 0.27785463957464 3 4 "GO:0140103" "catalytic activity, acting on a glycoprotein" 0.9282696657223
7 0.892540188359635 1 53 "GO:0140110;GO:0003700" "transcription regulator activity" 0.986184681155433
-71 0.616437058141737 2 6 "GO:1901681" "sulfur compound binding" 0.933788409004876
