"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-471 0.488264792991468 6 2 "GO:0004376" "glycolipid mannosyltransferase activity" 0.911197963866981
228 0.140292853425686 2 39 "GO:0004386;GO:0042623" "ATPase activity, coupled" 0.611180665664326
-207 0.709365623141598 5 3 "GO:0004396;GO:0019200;GO:0005536" "carbohydrate kinase activity" 0.971155317396235
-555 0.126646490500082 2 7 "GO:0004402;GO:0061733;GO:0034212" "peptide-lysine-N-acetyltransferase activity" 0.611180665664326
-328 0.3352714080731 2 8 "GO:0004407;GO:0033558;GO:0019213" "histone deacetylase activity" 0.816750647257653
492 0.469072486398528 2 2 "GO:0004427" "inorganic diphosphatase activity" 0.909157347233102
368 0.27982988402137 2 8 "GO:0004448;GO:0016616" "oxidoreductase activity, acting on the CH-OH group of donors, NAD or NADP as acceptor" 0.791322213011251
366 0.446981335513972 2 4 "GO:0004449" "isocitrate dehydrogenase (NAD+) activity" 0.907109180896002
134 0.844469250280659 2 2 "GO:0004450" "isocitrate dehydrogenase (NADP+) activity" 0.983718434287164
380 0.044643917645482 3 26 "GO:0004497" "monooxygenase activity" 0.439070606857791
105 0.433560343652097 2 52 "GO:0004518" "nuclease activity" 0.890347134285556
480 0.0170515834718497 3 23 "GO:0004519" "endonuclease activity" 0.280133157037531
1320 0.000283169317086462 4 7 "GO:0004523" "RNA-DNA hybrid ribonuclease activity" 0.0244849703202952
877 0.114290014123943 3 3 "GO:0004526;GO:0004549" "ribonuclease P activity" 0.611180665664326
85 0.790968323693609 2 9 "GO:0004527" "exonuclease activity" 0.981972512300722
-330 0.627335054457139 4 2 "GO:0004534;GO:0008409" "5'-3' exonuclease activity" 0.946138235047088
13 0.979022457041252 6 4 "GO:0004535;GO:0000175" "poly(A)-specific ribonuclease activity" 0.993607387001759
226 0.684469157116115 3 3 "GO:0004536" "deoxyribonuclease activity" 0.963125668632839
145 0.374847010123612 3 35 "GO:0004540" "ribonuclease activity" 0.842808906303727
406 0.0735246357488188 3 18 "GO:0004553;GO:0016798" "hydrolase activity, acting on glycosyl bonds" 0.51117157140921
419 0.131617736304229 4 12 "GO:0004563;GO:0015929" "hexosaminidase activity" 0.611180665664326
-137 0.840438211021907 2 2 "GO:0004634" "phosphopyruvate hydratase activity" 0.983718434287164
390 0.566589661629793 2 2 "GO:0004641;GO:0016882;GO:0004644" "phosphoribosylformylglycinamidine cyclo-ligase activity" 0.912538734954503
-85 0.901284564596412 5 2 "GO:0004643" "phosphoribosylaminoimidazolecarboxamide formyltransferase activity" 0.983718434287164
-650 0.339137107861187 2 2 "GO:0004652" "polynucleotide adenylyltransferase activity" 0.818197917567199
-147 0.317612987957857 3 43 "GO:0004672" "protein kinase activity" 0.80742031142978
-87 0.672550151601967 2 22 "GO:0004674" "protein serine/threonine kinase activity" 0.954855153508966
194 0.686750476764285 2 4 "GO:0004709" "MAP kinase kinase kinase activity" 0.963125668632839
871 0.116792427776066 4 3 "GO:0004713" "protein tyrosine kinase activity" 0.611180665664326
711 0.295708753288953 4 2 "GO:0004714;GO:0019199" "transmembrane receptor protein kinase activity" 0.806221692054649
-211 0.412748487438715 4 14 "GO:0004721;GO:0016791;GO:0042578" "phosphoric ester hydrolase activity" 0.878298038678834
-292 0.457134520108903 2 6 "GO:0004722" "protein serine/threonine phosphatase activity" 0.908139087503861
-774 0.0718945654661335 2 5 "GO:0004725" "protein tyrosine phosphatase activity" 0.51117157140921
-813 0.231467248791646 3 2 "GO:0004726" "non-membrane spanning protein tyrosine phosphatase activity" 0.747315760849906
802 0.237844004985443 5 2 "GO:0004743" "pyruvate kinase activity" 0.747315760849906
159 0.740724620424983 4 4 "GO:0004749;GO:0016778" "ribose phosphate diphosphokinase activity" 0.981972512300722
-139 0.431463945819887 2 30 "GO:0004812;GO:0016875;GO:0016874" "ligase activity" 0.890347134285556
707 0.298095055249052 3 2 "GO:0004813" "alanine-tRNA ligase activity" 0.806221692054649
420 0.536584877486804 3 2 "GO:0004823" "leucine-tRNA ligase activity" 0.912538734954503
-766 0.0747353020796412 3 5 "GO:0004826" "phenylalanine-tRNA ligase activity" 0.51117157140921
111 0.87105558306543 3 2 "GO:0004827" "proline-tRNA ligase activity" 0.983718434287164
-948 0.163134020477653 3 2 "GO:0004831" "tyrosine-tRNA ligase activity" 0.645211589593704
-185 0.786186582189847 3 2 "GO:0004832" "valine-tRNA ligase activity" 0.981972512300722
140 0.527139725318136 2 19 "GO:0004842;GO:0019787" "ubiquitin-like protein transferase activity" 0.912538734954503
692 0.308467430003518 3 2 "GO:0004855;GO:0016727;GO:0016725;GO:0043546" "oxidoreductase activity, acting on CH or CH2 groups" 0.806221692054649
126 0.769183382170472 2 5 "GO:0004857" "enzyme inhibitor activity" 0.981972512300722
-40 0.933398647885289 6 4 "GO:0004861;GO:0030291;GO:0004860;GO:0019210;GO:0017069" "snRNA binding" 0.983718434287164
741 0.275455819032722 5 2 "GO:0004866;GO:0030414;GO:0061135;GO:0061134" "endopeptidase inhibitor activity" 0.791322213011251
205 0.460423061501519 3 12 "GO:0004879;GO:0000981;GO:0098531" "DNA-binding transcription factor activity, RNA polymerase II-specific" 0.908139087503861
89 0.360148842081438 3 100 "GO:0004888" "transmembrane signaling receptor activity" 0.842808906303727
176 0.189364034538108 2 52 "GO:0004930" "G protein-coupled receptor activity" 0.710115129517905
23 0.913660102681961 2 20 "GO:0005044;GO:0038024" "scavenger receptor activity" 0.983718434287164
96 0.824174969610741 3 5 "GO:0005085;GO:0005088" "guanyl-nucleotide exchange factor activity" 0.983718434287164
170 0.75916112814294 2 3 "GO:0005089" "Rho guanyl-nucleotide exchange factor activity" 0.981972512300722
-109 0.781408069877793 3 6 "GO:0005096;GO:0030695;GO:0060589" "nucleoside-triphosphatase regulator activity" 0.981972512300722
-74 0.649339423627536 3 35 "GO:0005102" "signaling receptor binding" 0.94936462361673
-220 0.517570653688098 6 8 "GO:0005164;GO:0032813;GO:0005126" "tumor necrosis factor receptor binding" 0.912538734954503
205 0.243709215544081 1 30 "GO:0005198" "structural molecule activity" 0.747315760849906
149 0.625095615793543 2 10 "GO:0005200" "structural constituent of cytoskeleton" 0.946138235047088
267 0.00926532767917243 4 90 "GO:0005230;GO:0015276;GO:0005216;GO:0022834;GO:0015267;GO:0022836;GO:0022803" "channel activity" 0.188496603727243
138 0.839287248760412 5 2 "GO:0005248;GO:0005272" "voltage-gated sodium channel activity" 0.983718434287164
169 0.250532152168373 2 43 "GO:0005261" "cation channel activity" 0.747315760849906
379 0.57710222983045 2 2 "GO:0005496" "steroid binding" 0.912538734954503
-73 0.747750619220732 2 18 "GO:0005506" "iron ion binding" 0.981972512300722
420 0.382704124597574 2 4 "GO:0005507" "copper ion binding" 0.851825309588149
62 0.568824623917256 5 79 "GO:0005509" "calcium ion binding" 0.912538734954503
-91 0.0214514346811844 2 760 "GO:0005515" "protein binding" 0.296029798600345
-355 0.36559865899291 3 6 "GO:0005516" "calmodulin binding" 0.842808906303727
1365 0.0139218683267174 2 3 "GO:0005518" "collagen binding" 0.252791819616711
332 0.36094679136698 3 7 "GO:0005520;GO:0019838" "growth factor binding" 0.842808906303727
-119 0.00103446017767146 3 996 "GO:0005524;GO:0008144;GO:0032559;GO:0035639;GO:0030554;GO:0032555;GO:0017076;GO:0032553;GO:0000166;GO:0097367;GO:0036094;GO:1901265;GO:0043168" "small molecule binding" 0.0573298377393034
-89 0.307841315149611 4 126 "GO:0005525;GO:0032550;GO:0032561;GO:0001883;GO:0032549;GO:0001882;GO:0019001" "guanyl nucleotide binding" 0.806221692054649
-620 0.361924827413478 2 2 "GO:0005534" "galactose binding" 0.842808906303727
-170 0.803220174883517 2 2 "GO:0005539" "glycosaminoglycan binding" 0.983718434287164
-176 0.39145092348834 3 22 "GO:0005543;GO:0035091" "phospholipid binding" 0.855055834851199
94 0.464803183819807 5 57 "GO:0008017" "microtubule binding" 0.908139087503861
-45 0.882478167208512 2 10 "GO:0008047" "enzyme activator activity" 0.983718434287164
726 0.285294898371847 3 2 "GO:0008081" "phosphoric diester hydrolase activity" 0.793764031760381
-96 0.633432653143281 3 23 "GO:0008083;GO:0048018;GO:0030546;GO:0030545" "receptor regulator activity" 0.94936462361673
566 0.0279707784121522 5 14 "GO:0008094" "DNA-dependent ATPase activity" 0.357404390821945
-195 0.566363945709218 2 8 "GO:0008107;GO:0031127" "galactoside 2-alpha-L-fucosyltransferase activity" 0.912538734954503
44 0.928018255337241 2 4 "GO:0008113" "peptide-methionine (S)-S-oxide reductase activity" 0.983718434287164
284 0.554711647703269 3 4 "GO:0008121;GO:0016681" "ubiquinol-cytochrome-c reductase activity" 0.912538734954503
470 0.0785278066222844 5 13 "GO:0008131;GO:0016641;GO:0048038" "quinone binding" 0.51117157140921
117 0.785608777765447 2 5 "GO:0008134" "transcription factor binding" 0.981972512300722
12 0.966905634690417 6 11 "GO:0008137;GO:0050136;GO:0003954;GO:0016655" "NADH dehydrogenase (ubiquinone) activity" 0.993607387001759
-943 0.165591010993088 2 2 "GO:0008158" "hedgehog receptor activity" 0.645211589593704
91 0.56784731220457 3 37 "GO:0008168;GO:0016741" "transferase activity, transferring one-carbon groups" 0.912538734954503
667 0.229253297699419 4 3 "GO:0008171" "O-methyltransferase activity" 0.747315760849906
238 0.391590788134752 2 12 "GO:0008173" "RNA methyltransferase activity" 0.855055834851199
622 0.147844413356609 3 5 "GO:0008175;GO:0004809;GO:0016423" "tRNA methyltransferase activity" 0.611180665664326
510 0.452959721648164 4 2 "GO:0008184;GO:0004645" "glycogen phosphorylase activity" 0.908139087503861
379 0.577605112186566 2 2 "GO:0008188" "neuropeptide receptor activity" 0.912538734954503
-455 0.289937480306292 2 5 "GO:0008194" "UDP-glycosyltransferase activity" 0.800227445645366
-544 0.327451147568699 3 3 "GO:0008199" "ferric iron binding" 0.812738459792814
-302 0.530211557161413 2 4 "GO:0008234" "cysteine-type peptidase activity" 0.912538734954503
319 0.32062777584313 3 9 "GO:0008235" "metalloexopeptidase activity" 0.80742031142978
74 0.86353666995195 2 5 "GO:0008236;GO:0017171;GO:0016825" "serine-type peptidase activity" 0.983718434287164
-22 0.898829623789712 2 31 "GO:0008237" "metallopeptidase activity" 0.983718434287164
402 0.13185979913914 2 13 "GO:0008238" "exopeptidase activity" 0.611180665664326
827 0.085418701587862 4 4 "GO:0008239;GO:0004177" "dipeptidyl-peptidase activity" 0.518519509211682
588 0.221003198312533 2 4 "GO:0008241" "peptidyl-dipeptidase activity" 0.747315760849906
-58 0.932827863036446 2 2 "GO:0008265" "Mo-molybdopterin cofactor sulfurase activity" 0.983718434287164
-17 0.787381602121527 6 254 "GO:0008270;GO:0046914" "transition metal ion binding" 0.981972512300722
496 0.465914836197633 5 2 "GO:0008273;GO:0005432;GO:0022821;GO:0015368;GO:0015085;GO:0072509" "calcium ion transmembrane transporter activity" 0.908139087503861
-210 0.241187233633424 2 29 "GO:0008289" "lipid binding" 0.747315760849906
-148 0.684465035529614 4 7 "GO:0008312" "7S RNA binding" 0.963125668632839
476 0.484116837509812 3 2 "GO:0008320;GO:0022884;GO:0140318;GO:1904680;GO:0042887" "protein transmembrane transporter activity" 0.911197963866981
7 0.990407388235696 2 3 "GO:0008353" "RNA polymerase II CTD heptapeptide repeat kinase activity" 0.99618235842949
-415 0.00733989836681198 5 39 "GO:0008378" "galactosyltransferase activity" 0.180876066896438
54 0.889905863206179 2 6 "GO:0008408" "3'-5' exonuclease activity" 0.983718434287164
-5 0.977340239591457 3 33 "GO:0008417" "fucosyltransferase activity" 0.993607387001759
815 0.230321007970795 4 2 "GO:0008418" "protein-N-terminal asparagine amidohydrolase activity" 0.747315760849906
-194 0.727342683881504 3 3 "GO:0008420" "RNA polymerase II CTD heptapeptide repeat phosphatase activity" 0.981972512300722
-227 0.637671026090866 3 4 "GO:0008483;GO:0016769" "transferase activity, transferring nitrogenous groups" 0.94936462361673
-117 0.648882156378661 3 14 "GO:0008502" "melatonin receptor activity" 0.94936462361673
101 0.715383316041535 2 12 "GO:0008509" "anion transmembrane transporter activity" 0.975522703693002
-584 0.13725692842441 5 6 "GO:0008514" "organic anion transmembrane transporter activity" 0.611180665664326
313 0.0552991892754601 3 35 "GO:0008528;GO:0001653" "peptide receptor activity" 0.468959810602202
-311 0.518339586195271 2 4 "GO:0008536" "Ran GTPase binding" 0.912538734954503
833 0.220463301505553 3 2 "GO:0008556;GO:0015662" "potassium transmembrane transporter activity, phosphorylative mechanism" 0.747315760849906
693 0.149293633050098 -1 4 "GO:0008565" "obsolete protein transporter activity" 0.611180665664326
321 0.563062355588384 4 3 "GO:0008603" "cAMP-dependent protein kinase regulator activity" 0.912538734954503
1096 0.0225881075638782 3 4 "GO:0008745;GO:0061783" "N-acetylmuramoyl-L-alanine amidase activity" 0.299726811905307
59 0.791326548049003 2 19 "GO:0008757;GO:0008170" "S-adenosylmethionine-dependent methyltransferase activity" 0.981972512300722
16 0.982087301355362 2 2 "GO:0008812" "choline dehydrogenase activity" 0.993607387001759
165 0.808348936592256 4 2 "GO:0008897" "holo-[acyl-carrier-protein] synthase activity" 0.983718434287164
654 0.336169831624889 3 2 "GO:0009008" "DNA-methyltransferase activity" 0.816750647257653
-14 0.932772425973631 2 35 "GO:0009055" "electron transfer activity" 0.983718434287164
295 0.664323500451863 4 2 "GO:0009374;GO:0033293" "biotin binding" 0.951002521393746
1267 0.0623882493844485 3 2 "GO:0009916;GO:0016682" "alternative oxidase activity" 0.499843651781821
599 0.0784025033465477 3 8 "GO:0010181" "FMN binding" 0.51117157140921
665 0.16644588832997 4 4 "GO:0010997;GO:0097027;GO:0055106" "ubiquitin-protein transferase activator activity" 0.645211589593704
-134 0.844469250280659 2 2 "GO:0015020" "glucuronosyltransferase activity" 0.983718434287164
121 0.625346552102283 2 15 "GO:0015035;GO:0015036" "protein disulfide oxidoreductase activity" 0.946138235047088
426 0.376210352379055 3 4 "GO:0015054" "gastrin receptor activity" 0.842808906303727
115 0.135141029420446 3 164 "GO:0015075;GO:0015318" "ion transmembrane transporter activity" 0.611180665664326
116 0.420055583715964 4 45 "GO:0015078;GO:0015077" "monovalent inorganic cation transmembrane transporter activity" 0.878298038678834
687 0.110435656828541 2 5 "GO:0015079" "potassium ion transmembrane transporter activity" 0.611180665664326
-29 0.923456842314304 4 10 "GO:0015081;GO:0015491" "sodium ion transmembrane transporter activity" 0.983718434287164
930 0.0530397804590475 2 4 "GO:0015103;GO:0015377;GO:0015108;GO:0015296;GO:0015294" "inorganic anion transmembrane transporter activity" 0.468959810602202
-372 0.30685136488509 4 7 "GO:0015165;GO:0005338;GO:0015932;GO:1901505" "nucleotide-sugar transmembrane transporter activity" 0.806221692054649
328 0.218685911283601 4 13 "GO:0015252;GO:0030171;GO:0022843;GO:0005244;GO:0022832" "proton channel activity" 0.747315760849906
252 0.152352281875745 4 30 "GO:0015291" "secondary active transmembrane transporter activity" 0.611180665664326
508 0.0347372227085092 5 16 "GO:0015293" "symporter activity" 0.402226320807333
-44 0.869287850373234 5 13 "GO:0015299;GO:0015298;GO:0015297" "antiporter activity" 0.983718434287164
-260 0.507475669651797 3 6 "GO:0015385;GO:0005451;GO:0051139" "monovalent cation:proton antiporter activity" 0.912538734954503
28 0.789286808788947 2 84 "GO:0015631;GO:0008092" "cytoskeletal protein binding" 0.981972512300722
497 0.465014823726019 2 2 "GO:0015643" "toxic substance binding" 0.908139087503861
1417 0.0371268047727762 4 2 "GO:0016040;GO:0045181;GO:0015930" "glutamate synthase (NADH) activity" 0.41318540795509
162 0.812343686988206 5 2 "GO:0016155" "formyltetrahydrofolate dehydrogenase activity" 0.983718434287164
-64 0.882248881524541 5 5 "GO:0016174;GO:0050664" "NAD(P)H oxidase activity" 0.983718434287164
497 0.370411944258446 2 3 "GO:0016208" "AMP binding" 0.842808906303727
-10 0.981791172100013 6 5 "GO:0016263;GO:0048531" "beta-1,3-galactosyltransferase activity" 0.993607387001759
219 8.23532122657323e-05 2 332 "GO:0016491" "oxidoreductase activity" 0.0244849703202952
-184 0.669629066290689 3 5 "GO:0016538" "cyclin-dependent protein serine/threonine kinase regulator activity" 0.954636478802842
676 0.320149537455563 4 2 "GO:0016597" "amino acid binding" 0.80742031142978
185 0.52384469808776 3 11 "GO:0016614" "oxidoreductase activity, acting on CH-OH group of donors" 0.912538734954503
90 0.871536376864338 2 3 "GO:0016615" "malate dehydrogenase activity" 0.983718434287164
322 0.267743709512296 2 11 "GO:0016620;GO:0016903" "oxidoreductase activity, acting on the aldehyde or oxo group of donors" 0.782809998150357
13 0.961206609929578 2 14 "GO:0016627" "oxidoreductase activity, acting on the CH-CH group of donors" 0.993607387001759
202 0.639371583958163 4 5 "GO:0016628" "oxidoreductase activity, acting on the CH-CH group of donors, NAD or NADP as acceptor" 0.94936462361673
647 0.00931322177200349 3 15 "GO:0016638" "oxidoreductase activity, acting on the CH-NH2 group of donors" 0.188496603727243
694 0.149000091491143 2 4 "GO:0016639" "oxidoreductase activity, acting on the CH-NH2 group of donors, NAD or NADP as acceptor" 0.611180665664326
71 0.8990662279721 2 3 "GO:0016646;GO:0016645" "oxidoreductase activity, acting on the CH-NH group of donors, NAD or NADP as acceptor" 0.983718434287164
-39 0.867551882611604 2 17 "GO:0016651" "oxidoreductase activity, acting on NAD(P)H" 0.983718434287164
91 0.652312734119857 3 23 "GO:0016667" "oxidoreductase activity, acting on a sulfur group of donors" 0.949569169921311
32 0.925008896345083 4 8 "GO:0016671" "oxidoreductase activity, acting on a sulfur group of donors, disulfide as acceptor" 0.983718434287164
612 0.118942128085784 3 6 "GO:0016679" "oxidoreductase activity, acting on diphenols and related substances as donors" 0.611180665664326
-567 0.00480190475530695 4 23 "GO:0016702;GO:0016701;GO:0051213" "dioxygenase activity" 0.157213713193663
321 0.000198823344550288 3 129 "GO:0016705" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen" 0.0244849703202952
30 0.944669912340948 4 5 "GO:0016706" "2-oxoglutarate-dependent dioxygenase activity" 0.987535968592249
780 0.25127138625678 2 2 "GO:0016709" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, NAD(P)H as one donor, and incorporation of one atom of oxygen" 0.747315760849906
675 0.0856684406523648 2 6 "GO:0016712" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen" 0.518519509211682
80 0.86787510559567 2 4 "GO:0016714" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced pteridine as one donor, and incorporation of one atom of oxygen" 0.983718434287164
278 0.279662172859697 2 14 "GO:0016715" "oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced ascorbate as one donor, and incorporation of one atom of oxygen" 0.791322213011251
558 0.245909755655519 2 4 "GO:0016717" "oxidoreductase activity, acting on paired donors, with oxidation of a pair of donors resulting in the reduction of molecular oxygen to two molecules of water" 0.747315760849906
-55 0.332871881451082 2 311 "GO:0016740" "transferase activity" 0.816750647257653
156 0.691693152451358 4 6 "GO:0016742" "hydroxymethyl-, formyl- and related transferase activity" 0.966130111723557
-372 0.180308122487824 2 12 "GO:0016746;GO:0008080;GO:0016407;GO:0016410;GO:0016747" "transferase activity, transferring acyl groups" 0.68358573910219
-211 0.0349762018093333 2 95 "GO:0016758;GO:0016757" "transferase activity, transferring glycosyl groups" 0.402226320807333
38 0.929480275009679 2 5 "GO:0016765" "transferase activity, transferring alkyl or aryl (other than methyl) groups" 0.983718434287164
1585 0.0197160389803254 2 2 "GO:0016768" "spermine synthase activity" 0.295740584704881
51 0.560804025145904 2 126 "GO:0016772" "transferase activity, transferring phosphorus-containing groups" 0.912538734954503
-69 0.574689729747068 3 63 "GO:0016773;GO:0016301" "kinase activity" 0.912538734954503
-18 0.974103872398741 3 3 "GO:0016776" "phosphotransferase activity, phosphate group as acceptor" 0.993607387001759
186 0.151788042528311 3 56 "GO:0016779" "nucleotidyltransferase activity" 0.611180665664326
146 0.792782452007234 3 3 "GO:0016780" "phosphotransferase activity, for other substituted phosphate groups" 0.981972512300722
-285 0.508348301126081 4 5 "GO:0016783;GO:0016782" "sulfurtransferase activity" 0.912538734954503
54 0.374397091336276 2 277 "GO:0016787" "hydrolase activity" 0.842808906303727
-16 0.885416077222198 2 80 "GO:0016788" "hydrolase activity, acting on ester bonds" 0.983718434287164
150 0.418945207507102 2 27 "GO:0016810" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds" 0.878298038678834
155 0.520371628945754 2 16 "GO:0016811" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amides" 0.912538734954503
833 0.220740683871977 3 2 "GO:0016812" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in cyclic amides" 0.747315760849906
212 0.755787594168985 3 2 "GO:0016813" "hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds, in linear amidines" 0.981972512300722
-116 0.571228729894417 2 22 "GO:0016829" "lyase activity" 0.912538734954503
7 0.989406469917351 4 4 "GO:0016836;GO:0016835" "hydro-lyase activity" 0.99618235842949
-190 0.44514283381031 3 15 "GO:0016849" "phosphorus-oxygen lyase activity" 0.907109180896002
-184 0.36039925979937 2 23 "GO:0016853" "isomerase activity" 0.842808906303727
584 0.224559671939755 2 4 "GO:0016879" "ligase activity, forming carbon-nitrogen bonds" 0.747315760849906
173 0.112392373581051 2 80 "GO:0016887;GO:0017111;GO:0016462;GO:0016818;GO:0016817" "hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides" 0.611180665664326
693 0.00398304376190158 3 16 "GO:0016891;GO:0004521;GO:0016893" "endonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters" 0.152683344206227
70 0.847614416688042 4 7 "GO:0016896;GO:0004532;GO:0016796" "exonuclease activity, active with either ribo- or deoxyribonucleic acids and producing 5'-phosphomonoesters" 0.983718434287164
-149 0.827223346501317 2 2 "GO:0017022" "myosin binding" 0.983718434287164
-478 0.481820701205792 4 2 "GO:0017025;GO:0140296" "general transcription initiation factor binding" 0.911197963866981
0 0.999063557650782 2 16 "GO:0017048" "Rho GTPase binding" 0.999063557650782
-211 0.756907088576744 5 2 "GO:0017108;GO:0016888;GO:0048256;GO:0004520" "flap endonuclease activity" 0.981972512300722
53 0.938096709798484 5 2 "GO:0017136;GO:0034979" "NAD-dependent histone deacetylase activity" 0.983718434287164
-283 0.556457649190183 2 4 "GO:0017137" "Rab GTPase binding" 0.912538734954503
-222 0.60514287206627 2 5 "GO:0017150" "tRNA dihydrouridine synthase activity" 0.931810223333156
248 0.237941069324935 4 21 "GO:0017154" "semaphorin receptor activity" 0.747315760849906
-196 0.500580704863869 3 11 "GO:0018024;GO:0016279;GO:0042054;GO:0008276;GO:0016278" "protein methyltransferase activity" 0.912538734954503
-21 0.970748385014261 3 3 "GO:0019208" "phosphatase regulator activity" 0.993607387001759
420 0.0155214189291044 3 31 "GO:0019842" "vitamin binding" 0.267744476527051
236 0.517138218457796 2 7 "GO:0019843" "rRNA binding" 0.912538734954503
-75 0.779730264507867 2 13 "GO:0019887;GO:0019207" "kinase regulator activity" 0.981972512300722
